Item	Word	Semantic_Output	Error_Score	Correct
2179	groom	groom	0.0535	1
2181	groove	groove	0	1
2182	grooves	grooves	0.0001	1
2186	gross	gross	0	1
2189	ground	ground	0	1
2190	group	group	0.0004	1
2191	groups	groups	0.0001	1
2194	grove	grove	0.0001	1
2195	groves	groves	0	1
2196	grow	grow	0	1
2200	grows	grows	0	1
2201	growth	growth	0.0001	1
2202	growths	growths	0.0001	1
2204	grubs	grubs	0.1959	1
2209	guard	guard	0.0001	1
2210	guards	guards	0.0004	1
2211	guess	guess	0.0013	1
2212	guessed	guessed	0.00649999999999999	1
2213	guest	guest	0	1
2214	guests	guests	0.0002	1
2215	guide	guide	0	1
2216	guides	guides	0	1
2217	guild	guild	0.0004	1
2218	guilds	guilds	0	1
2221	guilt	guilt	0	1
2225	gulf	gulf	0.0009	1
2230	gum	gum	0.0001	1
2231	gums	gums	0	1
2232	gun	gun	0	1
2235	guns	guns	0	1
2240	gut	gut	0.002	1
2242	guy	guy	0.0001	1
2243	guys	guys	0.0202	1
2254	hail	hail	0.0001	1
2255	hailed	hailed	0	1
2257	hair	hair	0	1
2258	hairs	hairs	0.0001	1
2261	hall	hall	0.0004	1
2262	halls	halls	0.0026	1
2263	halt	halt	0.0011	1
2267	halves	halves	0.0066	1
2270	hand	hand	0	1
2271	hands	hands	0	1
2272	hang	hang	0	1
2273	hangs	hangs	0.000500000000000001	1
2278	hard	hard	0	1
2284	harm	harm	0	1
2288	harsh	harsh	0.0002	1
2289	hart	hart	0.0055	1
2294	haste	haste	0.0002	1
2296	hat	hat	0.0003	1
2297	hatch	hatch	0.0003	1
2298	hate	hate	0	1
2300	hath	hath	0.0027	1
2301	hats	hats	0.0002	1
2302	haul	haul	0.0006	1
2304	haunt	haunt	0.0145	1
2306	have	have	0	1
2309	hawks	hawks	0.0017	1
2311	hay	hay	0.0002	1
2313	haze	haze	0.0009	1
2314	he	he	0.000400000000000001	1
2315	head	head	0.0001	1
2316	heads	heads	0.001	1
2317	heal	heal	0.002	1
2318	healed	healed	0	1
2320	health	health	0.0005	1
2324	hear	hear	0	1
2325	heard	heard	0	1
2326	hears	hears	0	1
2328	heart	heart	0.0004	1
2329	hearth	hearth	0.0006	1
2331	hearts	hearts	0	1
2332	heat	heat	0.0005	1
2335	heats	heats	0	1
2340	hedge	hedge	0	1
2341	heed	heed	0.0328	1
2343	heel	heel	0.3291	1
2344	heels	heels	0.0018	1
2346	height	height	0.0002	1
2347	heights	heights	0	1
2348	heir	heir	0.0575	1
2349	heirs	heirs	0.0035	1
2350	held	held	0	1
2351	hell	strife	2.0477	0
2355	help	help	0	1
2356	helped	helped	0	1
2357	helps	helps	0	1
2360	hemp	hemp	0	1
2363	hen	hen	0.0055	1
2364	hence	hence	0.0001	1
2366	her	her	0.0001	1
2368	herbs	herbs	0.0001	1
2369	herd	herd	0.0006	1
2370	herds	herds	0.0008	1
2371	here	here	0	1
2372	hers	hers	0.5412	1
2381	hide	hide	0.0002	1
2382	hides	hides	0.001	1
2384	high	high	0	1
2387	hill	hill	0	1
2388	hills	hills	0	1
2391	him	him	0.0002	1
2392	hind	hind	0.0009	1
2393	hinge	hinge	0.0009	1
2394	hint	hint	0	1
2395	hints	hints	0	1
2396	hip	hip	0.0001	1
2397	hips	hips	0	1
2398	hire	hire	0	1
2399	hired	hired	0	1
2400	hires	hires	0.0001	1
2403	hit	hit	0	1
2404	hit	hit	0.0005	1
2407	hits	hits	0	1
2408	hive	hive	0	1
2409	hives	hives	0	1
2410	ho	ho	0.0016	1
2424	hog	hog	0.0001	1
2425	hogs	hogs	0.0017	1
2428	hold	hold	0	1
2429	holds	holds	0	1
2430	hole	hole	0	1
2431	holes	holes	0	1
2432	home	home	0	1
2433	homes	homes	0	1
2437	hood	hood	0.000600000000000001	1
2441	hooked	hooked	0.000900000000000002	1
2442	hooks	hooks	0	1
2449	hope	hope	0	1
2450	hoped	hoped	0	1
2451	hopes	hopes	0	1
2457	hordes	hordes	0.007	1
2458	horn	horn	0	1
2459	horns	horns	0.0001	1
2460	horse	horse	0.0003	1
2462	host	host	0	1
2463	hosts	hosts	0.0001	1
2464	hot	hot	0.0025	1
2467	hour	hour	0	1
2468	hours	hours	0	1
2469	house	house	0.0002	1
2470	how	how	0	1
2473	hub	hub	0.69	1
2478	hues	hues	0.5951	1
2481	huge	huge	0	1
2487	hull	hull	0	1
2489	hum	hum	0.0284	1
2495	hunch	hunch	0.0003	1
2496	hung	hung	0	1
2499	hunt	hunt	0.0324	1
2500	hunts	hunts	0.0001	1
2504	hurt	hurt	0.0001	1
2505	hurt	hurt	0.0016	1
2512	huts	huts	0	1
2515	ice	ice	0	1
2516	id	id	0.0003	1
2519	if	if	0.0001	1
2522	ill	ill	0	1
2525	in	in	0	1
2526	inch	inch	0	1
2527	ink	ink	0.0002	1
2535	isles	isles	0.0437	1
2536	it	it	0	1
2538	its	its	0	1
2542	jack	jack	0.0001	1
2547	jail	jail	0.0001	1
2553	jammed	jammed	0	1
2557	jar	jar	0.0001	1
2558	jars	jars	0	1
2561	jaw	jaw	0.0002	1
2562	jaws	jaws	0	1
2563	jay	jay	0.0008	1
2565	jazz	jazz	0.0003	1
2566	jean	jean	0.0012	1
2567	jeans	jeans	0.0002	1
2579	jet	jet	0.0004	1
2580	jets	jets	0.0003	1
2581	jew	jew	0.0001	1
2582	jews	jews	0	1
2596	job	job	0	1
2597	jobs	jobs	0	1
2603	join	join	0	1
2604	joined	joined	0	1
2605	joins	joins	0	1
2606	joint	joint	0	1
2607	joints	joints	0.0009	1
2609	joke	joke	0.0009	1
2610	jokes	jokes	0.0036	1
2620	joy	joy	0	1
2621	joys	joys	0.0026	1
2622	judge	judge	0	1
2625	juice	juice	0.0021	1
2626	jump	jump	0.0001	1
2627	jumped	jumped	0.0001	1
2628	jumps	jumps	0.0001	1
2629	june	june	0	1
2631	junk	junk	0.038	1
2633	just	just	0	1
2639	keel	keel	0.0027	1
2641	keen	keen	0.003	1
2642	keep	keep	0	1
2643	keeps	keeps	0	1
2650	kept	kept	0.0001	1
2652	key	key	0.0001	1
2653	keys	keys	0	1
2654	kick	kick	0	1
2657	kid	kid	0.000800000000000001	1
2658	kids	kids	0.0004	1
2660	kill	kill	0	1
2661	killed	killed	0	1
2662	kills	kills	0	1
2667	kind	kind	0	1
2668	kinds	kinds	0	1
2669	king	king	0.0001	1
2670	kings	kings	0.0001	1
2675	kirk	kirk	0.007	1
2677	kiss	kiss	0.0013	1
2679	kit	kit	0.000900000000000002	1
2682	kits	kits	0	1
2691	knee	knee	0.0016	1
2694	knees	knees	0.0001	1
2698	knew	knew	0.0002	1
2699	knife	knife	0.0002	1
2700	knight	knight	0	1
2701	knights	knights	0	1
2702	knit	knit	0.00889999999999999	1
2703	knit	knit	0.0022	1
2705	knives	knives	0	1
2706	knob	knob	0	1
2708	knock	knock	0	1
2709	knocked	knocked	0.0009	1
2710	knocks	knocks	0.0002	1
2714	knots	knots	0.0002	1
2716	know	know	0	1
2717	knows	knows	0	1
2720	lab	lab	0	1
2722	lace	lace	0.0003	1
2723	lack	lack	0	1
2724	lacks	lacks	0.0001	1
2728	lag	lag	0.0001	1
2729	lagged	lagged	0	1
2731	laid	laid	0	1
2734	lake	lake	0.0001	1
2735	lakes	lakes	0	1
2741	lamp	lamp	0	1
2742	lamps	lamps	0.0002	1
2744	lance	lance	0.0042	1
2745	land	land	0	1
2746	lands	lands	0	1
2748	lanes	lanes	0.077	1
2749	lap	lap	0.0001	1
2755	large	large	0	1
2761	last	last	0	1
2764	late	late	0.0001	1
2770	laugh	laugh	0.0001	1
2771	laughed	laughed	0	1
2773	launch	launch	0	1
2774	launched	launched	0	1
2776	law	law	0	1
2777	lawn	lawn	0.0004	1
2779	laws	laws	0	1
2781	lay	lay	0	1
2782	lays	lays	0	1
2786	lead	lead	0.0009	1
2787	leads	leads	0.0001	1
2788	leaf	leaf	0	1
2789	leak	leak	0.0001	1
2790	leaks	leaks	0.000400000000000001	1
2791	lean	lean	0	1
2792	leaned	leaned	0	1
2794	leap	leap	0	1
2795	leaps	leaps	0	1
2796	learn	learn	0.0016	1
2797	learned	learned	0	1
2798	learns	learns	0	1
2800	lease	lease	0.2059	1
2802	leave	leave	0.0001	1
2803	leaves	leaves	0	1
2804	leaves	leaves	0	1
2805	led	led	0	1
2806	ledge	ledge	0.0002	1
2807	lee	lee	0.0122	1
2815	left	left	0	1
2816	left	left	0	1
2817	leg	leg	0	1
2818	legs	legs	0	1
2823	lend	lent	1.0003	0
2824	lends	lends	0.9025	1
2825	length	length	0.0001	1
2826	lengths	lengths	0	1
2827	lens	lens	0.0001	1
2828	lent	lent	0.0017	1
2830	less	less	0.0676	1
2831	lest	lest	0.0316	1
2832	let	let	0	1
2833	let	let	0.01	1
2834	lets	lets	0	1
2841	lid	lid	0.0003	1
2843	lie	lie	0.0009	1
2848	lies	lies	0	1
2849	life	life	0	1
2850	lift	lift	0.003	1
2851	lifts	lifts	0	1
2852	light	light	0	1
2853	lights	lights	0.0001	1
2856	limb	limb	0.0004	1
2857	limbs	limbs	0.0004	1
2858	lime	lime	0.0001	1
2861	limp	limp	0.0777	1
2862	line	line	0	1
2863	lines	lines	0	1
2865	link	link	0	1
2866	linked	linked	0	1
2867	links	links	0	1
2870	lip	lip	0.0001	1
2871	lips	lips	0.0001	1
2877	list	list	0	1
2878	lists	lists	0	1
2880	live	live	0	1
2881	lived	lived	0	1
2882	lives	lives	0.0001	1
2883	lives	lives	0	1
2884	load	load	0	1
2885	loads	loads	0.0002	1
2889	loan	loan	0.0001	1
2890	loans	loans	0.0001	1
2898	lobe	lobe	0.0008	1
2899	lobes	lobes	0.0005	1
2901	lock	lock	0.0003	1
2902	locked	locked	0	1
2903	locks	locks	0.0006	1
2906	lodge	lodge	0	1
2909	log	log	0.001	1
2911	logs	logs	0.0001	1
2917	lone	lone	0.1383	1
2918	long	long	0	1
2920	look	look	0	1
2921	looked	looked	0	1
2922	looks	looks	0	1
2923	loom	loom	0.000500000000000001	1
2924	loomed	loomed	0.01	1
2927	loons	loons	0.0005	1
2928	loop	loop	0	1
2929	loops	loops	0	1
2930	loose	loose	0.0017	1
2938	lord	lord	0	1
2939	lords	lords	0.0001	1
2942	lose	lose	0.1601	1
2943	loss	loss	0	1
2944	lost	lost	0	1
2945	lot	lot	0.0001	1
2946	lots	lots	0.0001	1
2947	loud	loud	0.0002	1
2948	lounge	lounge	0.0214	1
2952	love	love	0	1
2953	loves	loves	0.0001	1
2954	low	low	0.113	1
2956	luck	luck	0.0001	1
2964	lump	lump	0	1
2965	lumps	lumps	0	1
2966	lunch	lunch	0	1
2967	lung	lung	0	1
2970	lungs	lungs	0	1
2973	lure	lure	0	1
2974	lured	lured	0.0085	1
2986	lymph	lymph	0.0001	1
2995	mad	mad	0.2119	1
2996	made	made	0	1
3000	mail	mail	0	1
3005	maize	maize	0.0012	1
3006	make	make	0	1
3007	makes	makes	0	1
3008	male	male	0	1
3009	males	males	0	1
3015	man	man	0.0002	1
3020	map	map	0	1
3021	maps	maps	0	1
3024	march	march	0	1
3025	marched	marched	0.0001	1
3029	mark	mark	0	1
3030	marked	marked	0	1
3031	marks	marks	0	1
3034	marred	marred	0.0055	1
3035	mars	mars	0.0002	1
3042	mask	mask	0	1
3043	masks	masks	0.0001	1
3045	mass	mass	0.0004	1
3047	masts	masts	0.005	1
3048	mat	mat	0.0001	1
3049	match	match	0	1
3050	matched	matched	0	1
3051	mate	mate	0.0001	1
3052	mates	mates	0.0004	1
3053	math	math	0	1
3060	max	max	0.0029	1
3061	may	may	0	1
3062	maze	maze	0.0052	1
3063	me	me	0.0001	1
3064	mead	mead	0.0039	1
3066	meal	meal	0.0001	1
3067	meals	meals	0	1
3068	mean	mean	0	1
3069	means	means	0	1
3070	meant	meant	0	1
3071	meat	meat	0.0001	1
3072	meats	meats	0.0001	1
3076	meet	meet	0	1
3079	melt	melt	0.0025	1
3080	melts	melts	0.0004	1
3081	men	men	0	1
3084	mere	mere	0.002	1
3085	merge	merge	0.0009	1
3086	merged	merged	0	1
3087	mesh	mesh	0.000900000000000001	1
3092	mice	mice	0.0002	1
3094	mid	mid	0.0003	1
3096	midst	midst	0	1
3100	mike	mike	0.0001	1
3103	mild	mild	0.0001	1
3104	mile	mile	0	1
3105	miles	miles	0	1
3106	milk	milk	0	1
3108	mill	mill	0	1
3109	mills	mills	0.0001	1
3116	mind	mind	0	1
3117	minds	minds	0	1
3118	mine	mine	0.0001	1
3119	mines	mines	0	1
3129	missed	missed	3.5537	1
3130	mist	mist	0.0431	1
3136	mix	mix	0.0001	1
3137	mixed	mixed	0.0009	1
3144	mob	mob	0	1
3145	mobs	mobs	0.01	1
3150	mode	mode	0	1
3151	modes	modes	0.0017	1
3153	moist	moist	0.0225	1
3155	mold	mold	0.0002	1
3156	molds	molds	0	1
3157	mole	mole	0.0017	1
3158	moles	moles	0.000500000000000001	1
3163	monk	monk	0.0001	1
3164	monks	monks	0.0001	1
3165	month	month	0	1
3166	months	months	0	1
3169	mood	mood	0.0002	1
3170	moods	moods	0	1
3172	moon	moon	0	1
3176	moose	moose	1.0073	1
3177	moose	moose	0.001	1
3183	more	more	0	1
3188	moss	moss	1.1514	1
3189	most	most	0	1
3192	moth	moth	0.0014	1
3193	moths	moths	0.0003	1
3195	mounds	mounds	0.0001	1
3196	mount	mount	0	1
3197	mounts	mounts	0	1
3201	mouse	mouse	0.0379	1
3202	mouth	mouth	0.0001	1
3203	mouths	mouths	0	1
3204	move	move	0	1
3205	moved	moved	0	1
3206	moves	moves	0	1
3211	much	much	0	1
3215	mud	mud	0	1
3222	mule	mule	0.0134	1
3223	mules	mules	0.0322	1
3238	must	must	0	1
3242	my	my	0	1
3245	myth	myth	0	1
3246	myths	myths	0.0001	1
3253	nail	nail	0.0001	1
3254	nails	nails	0.0001	1
3255	name	name	0	1
3256	names	names	0	1
3268	nay	nay	0.00889999999999999	1
3271	near	near	0.0001	1
3272	neat	neat	0	1
3275	neck	neck	0.0011	1
3277	need	need	0	1
3278	needs	needs	0	1
3281	nerve	nerve	0	1
3282	nerves	nerves	0	1
3284	nest	nest	0.0001	1
3285	nests	nests	0	1
3286	net	net	0.0001	1
3287	nets	nets	0.0066	1
3288	new	new	0	1
3289	news	news	0.0002	1
3292	next	next	0	1
3295	nice	nice	0	1
3303	night	night	0	1
3304	nights	nights	0.0025	1
3312	no	no	0.000400000000000001	1
3316	nodes	nodes	0.0005	1
3319	noise	noise	0	1
3322	none	none	0.0001	1
3325	noon	noon	0	1
3328	nor	nor	0.0005	1
3329	norm	norm	0	1
3330	norms	norms	0	1
3331	north	north	0	1
3332	nose	nose	0.0005	1
3333	not	not	0	1
3335	note	note	0	1
3336	notes	notes	0	1
3338	noun	noun	0.00499999999999999	1
3339	nouns	nouns	0.000400000000000001	1
3340	now	now	0.0001	1
3350	nurse	nurse	0.0001	1
3351	nut	nut	0.0001	1
3352	nuts	nuts	0	1
3353	nuts	nuts	0	1
3358	oak	oak	0	1
3359	oaks	oaks	0.0001	1
3364	oath	oath	0	1
3366	oats	oats	0	1
3367	odd	odd	0.0003	1
3370	of	of	0	1
3371	off	off	0.0001	1
3375	oil	oil	0	1
3376	oils	oils	0	1
3377	old	old	0	1
3379	on	on	0	1
3380	once	once	0.0007	1
3384	or	or	0	1
3385	orange	orange	0.0001	1
3388	ore	ore	0	1
3389	ores	ores	0.0002	1
3391	ought	ought	0	1
3392	ounce	ounce	0.0005	1
3393	our	our	0	1
3396	out	out	0	1
3397	owe	owe	0.0001	1
3398	owed	owed	0	1
3399	owes	owes	0.0009	1
3400	owl	owl	0.0079	1
3401	owls	owls	0.0004	1
3402	own	own	0	1
3403	owned	owned	0.0001	1
3404	owns	owns	0.0001	1
3407	pace	pace	0.0005	1
3408	pack	pack	0.0001	1
3409	packed	packed	0	1
3410	packs	packs	0	1
3411	pact	pact	0.0005	1
3413	pad	pad	0.0001	1
3414	pads	pads	0.0017	1
3415	page	page	0	1
3416	paid	paid	0	1
3419	pain	pain	0	1
3420	pains	pains	0	1
3421	paint	paint	0.0001	1
3422	paints	paints	0	1
3423	pair	pair	0.0009	1
3424	pairs	pairs	0	1
3426	pale	pale	0.0256	1
3429	palm	palm	0	1
3430	palms	palms	0	1
3432	pan	pan	0	1
3437	pans	pans	0	1
3439	pants	pants	0.0006	1
3440	pants	pants	0.0051	1
3441	pants	pants	0.1449	1
3450	park	park	0	1
3451	parks	parks	0	1
3454	part	part	0.0002	1
3455	parts	parts	0.0001	1
3457	pass	pass	0	1
3458	passed	passed	0.000400000000000001	1
3459	past	past	0.0004	1
3460	paste	paste	0.001	1
3464	patch	patch	0.0002	1
3467	path	path	0	1
3468	paths	paths	0.0001	1
3471	pause	pause	0.0001	1
3472	paused	paused	0.00360000000000001	1
3474	paved	paved	0.0041	1
3481	pay	pay	0	1
3482	pays	pays	0.0026	1
3483	pea	pea	0.001	1
3484	peace	peace	0.0001	1
3486	peak	peak	0	1
3487	peaks	peaks	0.0001	1
3491	pearl	pearl	0.0001	1
3492	pearls	pearls	0.0001	1
3494	peas	peas	0.0576	1
3495	peat	peat	0.0004	1
3497	peck	peck	0.0009	1
3510	peer	peer	0.0001	1
3512	peers	peers	0	1
3516	pegs	pegs	0.00420000000000001	1
3521	pen	pen	0.0009	1
3522	pens	pens	0.0004	1
3524	perched	perched	0.0002	1
3528	pest	pest	0	1
3529	pests	pests	0	1
3530	pet	pet	0	1
3531	pets	pets	0	1
3535	phase	phase	0	1
3539	phone	phone	0.0011	1
3541	phrase	phrase	0	1
3543	pick	pick	0	1
3544	picked	picked	0	1
3545	picks	picks	0	1
3546	pie	pie	0.0003	1
3547	piece	piece	0.0004	1
3549	pierce	pierce	0.0009	1
3550	pierced	pierced	0.0007	1
3553	pig	pig	0.003	1
3554	pigs	pigs	0.0156	1
3557	pile	pile	0	1
3558	piled	piled	0	1
3559	piles	piles	0	1
3560	pill	pill	0	1
3561	pills	pills	0	1
3564	pin	pin	0	1
3565	pinch	pinch	0.0013	1
3567	pine	pine	0	1
3568	pines	pines	0	1
3572	pink	pink	0.0001	1
3573	pins	pins	0	1
3576	pipe	pipe	0.0001	1
3577	pipes	pipes	0	1
3581	pit	pit	0.0001	1
3582	pitch	pitch	0.0004	1
3585	pits	pits	0.0003	1
3586	place	place	0.0016	1
3588	plague	plague	0.0001	1
3589	plagued	plagued	0.0002	1
3593	plain	plain	0.0577	1
3595	plan	plan	0	1
3596	plane	plane	0.0001	1
3597	planes	planes	0.0009	1
3598	plank	plank	0.0001	1
3599	planks	planks	0.0005	1
3600	plans	plans	0	1
3601	plant	plant	0	1
3602	plants	plants	0	1
3603	plaque	plaque	0.001	1
3605	plate	plate	0	1
3606	plates	plates	0.0001	1
3607	play	play	0	1
3608	played	played	0	1
3609	plays	plays	0	1
3610	plea	plea	0.0017	1
3615	please	please	0	1
3616	pleased	pleased	0	1
3621	pledge	pledge	0	1
3624	plight	plight	0.0002	1
3631	plot	plot	0.0004	1
3632	plots	plots	0	1
3634	plow	plow	0.0009	1
3635	plowed	plowed	0.000700000000000001	1
3636	plows	plows	0.0006	1
3639	plucked	plucked	0.00370000000000001	1
3641	plug	plug	0.0002	1
3642	plugs	plugs	0.0001	1
3647	plums	plums	0.0003	1
3648	plunge	plunge	0.0001	1
3649	plunged	plunged	0.0021	1
3653	plus	plus	0.0001	1
3662	point	point	0	1
3663	points	points	0	1
3668	pole	pole	0	1
3669	poles	poles	0.0001	1
3670	poll	poll	0.0001	1
3671	polled	polled	0.0002	1
3672	polls	polls	0	1
3677	pond	pond	0.0002	1
3678	ponds	ponds	0.0003	1
3684	pool	pool	0	1
3685	pools	pools	0	1
3688	poor	poor	0.00310000000000001	1
3690	pop	pop	0.0003	1
3691	pope	pope	0	1
3695	porch	porch	0.000600000000000001	1
3697	pores	pores	0.00489999999999999	1
3698	pork	pork	0.0013	1
3702	port	port	0	1
3703	ports	ports	0	1
3704	pose	pose	0.0005	1
3705	posed	posed	0	1
3707	post	post	0	1
3708	posts	posts	0	1
3709	pot	pot	0	1
3710	pots	pots	0	1
3711	pouch	pouch	0	1
3713	pound	pound	0	1
3714	pounds	pounds	0	1
3715	pour	pour	0.0014	1
3716	poured	poured	0	1
3721	praise	praise	0.0017	1
3722	praised	praised	0	1
3731	pray	pray	0.1912	1
3733	prayer	prayer	0.0001	1
3734	prayers	prayers	0.0001	1
3736	preach	preach	0	1
3737	preached	preached	0	1
3743	press	press	0	1
3744	prey	prey	0.0033	1
3746	price	price	0	1
3750	pride	pride	0.0004	1
3754	priest	priest	0.0001	1
3755	priests	priests	0	1
3758	prime	prime	0	1
3762	prince	prince	0.0001	1
3764	print	print	0	1
3765	prints	prints	0	1
3767	prize	prize	0.0004	1
3768	pro	pro	0.0037	1
3769	probe	probe	0	1
3770	probed	probed	0.00819999999999999	1
3771	probes	probes	0	1
3776	prompt	prompt	0.0005	1
3777	prone	prone	0.002	1
3779	proof	proof	0	1
3781	prop	prop	0.0026	1
3782	props	props	0.0002	1
3784	prose	prose	0.0002	1
3785	proud	proud	0.0001	1
3786	prove	prove	0	1
3787	proved	proved	0	1
3788	proves	proves	0	1
3815	pull	pull	0	1
3816	pulled	pulled	0	1
3817	pulls	pulls	0	1
3818	pulp	pulp	0.0001	1
3820	pulse	pulse	0.0001	1
3821	pump	pump	0.0001	1
3822	pumps	pumps	0.0001	1
3824	punch	punch	0	1
3832	pure	pure	0.013	1
3839	purse	purse	0.0005	1
3841	push	push	0	1
3842	pushed	pushed	0	1
3844	put	put	0	1
3845	put	put	0	1
3846	puts	puts	0	1
3857	quaint	quaint	0.9279	1
3865	quartz	quartz	0	1
3870	queen	queen	0.000700000000000001	1
3871	queens	queens	0.0003	1
3879	quest	quest	0	1
3882	quick	quick	0	1
3898	quit	quit	0	1
3899	quit	quit	0	1
3900	quite	quite	0.0036	1
3903	quote	quote	0.0125	1
3905	race	race	0	1
3906	rack	rack	0	1
3907	racks	racks	0.0002	1
3909	rafts	rafts	0.0035	1
3911	rage	rage	0.0001	1
3913	raid	raid	0.0001	1
3914	raids	raids	0.0004	1
3915	rail	rail	0.0001	1
3916	rails	rails	0	1
3917	rain	rain	0.0004	1
3918	rains	rains	0.0003	1
3919	raise	raise	0.0001	1
3920	raised	raised	0	1
3923	ram	ram	0.0639	1
3926	ramps	ramps	0.001	1
3928	ran	ran	0.0008	1
3929	ranch	ranch	0.0021	1
3932	range	range	0	1
3933	rank	rank	0	1
3934	ranks	ranks	0	1
3938	rape	rape	0.002	1
3944	rare	rare	0.0004	1
3946	rash	rash	0.0345	1
3949	rat	rat	0.0001	1
3951	rate	rate	0	1
3952	rates	rates	0	1
3953	rats	rats	0.0002	1
3957	raw	raw	0.0014	1
3958	ray	ray	0.0017	1
3959	rays	rays	0	1
3961	reach	reach	0	1
3962	reached	reached	0	1
3963	read	read	0	1
3964	reads	reads	0.0001	1
3965	real	real	0.0002	1
3966	realm	realm	0	1
3970	reap	reap	0.9634	1
3973	rear	rear	0.0265	1
3974	red	red	0	1
3975	red	red	0	1
3976	reed	reed	0.0007	1
3979	reefs	reefs	0.0009	1
3989	reign	reign	0.0002	1
3990	reigns	reigns	0.0471	1
3991	rein	rein	0.7059	1
3992	reins	reigns	7.7898	0
3995	rent	rent	0.0001	1
3998	rest	rest	0	1
3999	rests	rests	0.0001	1
4006	rhyme	rhyme	0.0019	1
4007	rhymes	rhymes	0.0023	1
4008	rib	rib	0.0394	1
4009	ribs	ribs	0.005	1
4010	rice	rice	0	1
4011	rich	rich	0.0002	1
4014	rid	rid	0.001	1
4015	ride	ride	0	1
4016	rides	rides	0	1
4017	ridge	ridge	0	1
4021	rig	rig	0.0027	1
4022	right	right	0.0001	1
4027	rim	rim	0.0003	1
4033	ring	ring	0	1
4034	rings	rings	0	1
4035	rink	rink	0.0096	1
4037	rinse	rinse	0.000700000000000001	1
4040	ripe	ripe	0.0009	1
4043	rise	rise	0.0001	1
4044	risk	risk	0.0002	1
4045	risks	risks	0.0001	1
4047	rites	rites	0.0016	1
4050	road	road	0	1
4051	roads	roads	0.0002	1
4052	roam	roam	0.195	1
4053	roamed	roamed	0	1
4057	roar	roar	0.000800000000000001	1
4060	roast	roast	0.0001	1
4062	rob	robbed	0.8841	0
4063	robbed	robbed	0.0001	1
4065	robes	robes	0.0731	1
4068	rock	rock	0.0009	1
4069	rocks	rocks	0	1
4070	rod	rod	0.0016	1
4071	rode	rode	0.0004	1
4072	rods	rods	0.0001	1
4077	role	role	0.0001	1
4078	roles	roles	0	1
4079	roll	roll	0	1
4080	rolled	rolled	0.001	1
4081	rolls	rolls	0	1
4082	rome	rome	0.0017	1
4087	roof	roof	0.0901	1
4088	roofs	roofs	0.0006	1
4091	room	room	0.0001	1
4092	rooms	rooms	0	1
4095	root	root	0.019	1
4096	roots	roots	0.0001	1
4097	rope	rope	0.0029	1
4099	rose	rose	0.1944	1
4100	rot	rot	0.0665	1
4103	rough	rough	0	1
4104	round	round	0.0002	1
4106	roused	roused	0.2793	1
4108	route	route	0.0002	1
4109	routes	routes	0.0001	1
4114	row	row	0	1
4115	rows	rows	0	1
4116	rub	rub	0.0002	1
4117	rubbed	rubbed	0	1
4119	rude	rude	0.0438	1
4121	rug	rug	0.0436	1
4122	rugs	rugs	0.0001	1
4123	rule	rule	0	1
4124	rules	rules	0	1
4129	run	run	0.0001	1
4132	rung	rung	0.000500000000000001	1
4134	runs	runs	0	1
4138	rush	rush	0	1
4139	rushed	rushed	0	1
4142	rust	rust	0.0001	1
4146	rye	rye	0.005	1
4148	sack	sack	0.0019	1
4149	sacks	sacks	0.0042	1
4150	sad	sad	0.0329	1
4151	safe	safe	0	1
4152	sag	sag	0.0006	1
4156	said	said	0	1
4157	sail	sail	0.0013	1
4158	sailed	sailed	0.0001	1
4160	saint	saint	0.0002	1
4161	saints	saints	0.0002	1
4162	sake	sake	0	1
4164	sale	sale	0	1
4165	sales	sales	0	1
4166	salt	salt	0	1
4167	salts	salts	0	1
4170	same	same	0	1
4171	sand	sand	0	1
4172	sands	sands	0	1
4174	sap	sap	0.00330000000000001	1
4179	sat	sat	0.0001	1
4181	sauce	sauce	0.0035	1
4182	save	save	0	1
4183	saved	saved	0	1
4184	saves	saves	0	1
4185	saw	saw	0	1
4187	say	say	0	1
4188	says	says	0	1
4195	scale	scale	0	1
4196	scales	scales	0	1
4200	scan	scan	0	1
4201	scanned	scanned	0	1
4204	scar	scar	0.001	1
4205	scarce	scarce	0.0002	1
4206	scare	scare	0	1
4211	scars	scars	0.0001	1
4214	scene	scene	0.0001	1
4215	scenes	scenes	0	1
4216	scent	scent	0.001	1
4218	scheme	scheme	0.0004	1
4219	schemes	schemes	0.0001	1
4221	school	school	0	1
4222	schools	schools	0.0001	1
4236	scope	scope	0	1
4240	score	score	0.0001	1
4241	scores	scores	0.0001	1
4242	scorn	scorn	0	1
4245	scotch	scotch	0.0125	1
4252	scout	scout	0.0002	1
4259	scrap	scrap	0	1
4261	scraped	scraped	0.0365	1
4263	scraps	scraps	0.0001	1
4264	scratch	scratch	0.0001	1
4265	scratched	scratched	0	1
4275	screen	screen	0	1
4276	screens	screens	0	1
4277	screw	screw	0.0022	1
4278	screws	screws	0	1
4284	script	script	0	1
4300	sea	sea	0.0016	1
4301	seal	seal	0.0002	1
4302	sealed	sealed	0	1
4303	seals	seals	0	1
4304	seam	seam	0.00669999999999999	1
4307	search	search	0.0001	1
4308	seas	seas	0.0001	1
4309	seat	seat	0	1
4310	seats	seats	0	1
4314	see	see	0	1
4315	seed	seed	0	1
4316	seeds	seeds	0.0001	1
4317	seek	seek	0	1
4318	seeks	seeks	0	1
4319	seem	seem	0	1
4320	seemed	seemed	0	1
