Item	Word	Semantic_Output	Error_Score	Correct
907	coasts	coasts	0	1
908	coat	coat	0.3186	1
909	coats	coats	0.5203	1
910	coax	coax	0.2743	1
911	coaxed	coaxed	0.0221	1
912	cob	cob	0.0122	1
913	cobs	cobs	0.0014	1
914	cock	cock	0.00540000000000001	1
915	cocked	cocked	0.0075	1
916	cocks	cocks	0.2151	1
917	cod	cod	0.0032	1
918	code	code	0.0333	1
919	codes	codes	0.0117	1
920	cods	cods	0.0451	1
921	cog	cog	0.0049	1
922	cogs	cogs	0.0118	1
923	coif	coif	0.0027	1
924	coifs	coifs	0.0005	1
925	coil	coil	0.325	1
926	coils	coils	0.4497	1
927	coin	coin	0.0001	1
928	coins	coins	0.0001	1
929	coir	hub	2.0553	0
930	coke	coke	0.0041	1
931	cokes	cokes	1.9603	1
932	cold	cold	0.0008	1
933	cole	cole	0.0065	1
934	coles	coles	0.0513	1
935	colt	colt	0.1546	1
936	colts	colts	0.0138	1
937	comb	comb	0.5935	1
938	combs	combs	0.2122	1
939	come	come	0.0011	1
940	comes	comes	0.001	1
941	con	con	0.8331	1
942	conch	conch	0.2933	1
943	conches	conches	0.0303	1
944	cone	cone	0.5816	1
945	cones	cones	1.7751	1
946	conk	conk	0.0472	1
947	conks	conks	0.1357	1
948	cons	cons	0.3667	1
949	coo	coo	1.9321	1
950	cooed	cooed	0.1713	1
951	cook	cook	0.0008	1
952	cooked	cooked	0.0101	1
953	cooks	cooks	0.0002	1
954	cool	cool	0.018	1
955	cooled	cooled	0.6115	1
956	cools	cools	0.044	1
957	coon	coon	0.7568	1
958	coons	coons	0.8761	1
959	coop	coop	0.0297	1
960	coops	coops	0.1189	1
961	coos	coo	3.9847	0
962	coot	coot	0.0263	1
963	coots	coots	0.0114	1
964	cop	cop	0.7897	1
965	cope	cope	0.01	1
966	coped	coped	0.8374	1
967	copes	copes	0.0042	1
968	cops	cops	2.0311	1
969	copse	copse	0.1588	1
970	cord	cord	0.0001	1
971	cords	cords	0	1
972	core	core	0.0001	1
973	cores	cores	0	1
974	cork	cork	0.0119	1
975	corks	corks	0.0272	1
976	corm	corm	0.9874	1
977	corn	corn	0.0109	1
978	corns	corns	0.0017	1
979	corps	corps	0.9426	1
980	corps	corps	0.000400000000000001	1
981	corpse	corpse	1.0196	1
982	corse	corse	1.2748	1
983	cos	cos	0.051	1
984	cost	cost	0.0021	1
985	costs	costs	0.005	1
986	cot	sheath	0.9971	0
987	cote	cote	0.005	1
988	cotes	cotes	0.0151	1
989	cots	sheaths	0.4593	0
990	couch	couch	0.0172	1
991	cough	cough	0.0025	1
992	coughed	coughed	0.0035	1
993	coughs	coughs	0.2612	1
994	could	could	0	1
995	count	count	0.0257	1
996	counts	counts	0.0038	1
997	coup	coup	0.2842	1
998	coupe	car	15.7871	0
999	coupes	cars	15.0879	0
1000	coups	coups	1.0638	1
1001	course	course	0.0016	1
1002	court	court	0	1
1003	courts	courts	0.0005	1
1004	cove	cove	0.1815	1
1005	coves	coves	0.0376	1
1006	cow	cow	0.0118	1
1007	cowl	cowl	0.1433	1
1008	cowls	cowls	0.1338	1
1009	cows	cows	0.017	1
1010	cox	cox	1.3737	1
1011	coy	scree	12.0393	0
1012	crab	crab	0.0359	1
1013	crabs	crabs	0.1281	1
1014	crack	crack	0.6518	1
1015	cracked	cracked	0.4982	1
1016	cracks	cracks	0.0982	1
1017	craft	craft	0.0066	1
1018	crafts	crafts	0.005	1
1019	crag	cliff	0.9552	0
1020	crags	crags	0.42	1
1021	crake	crake	0.4781	1
1022	cram	cram	0.0955	1
1023	crammed	crammed	0.0151	1
1024	cramp	cramp	0.0208	1
1025	cramps	cramps	0.0071	1
1026	crams	cram	0.9189	0
1027	crane	crane	0.8049	1
1028	cranes	cranes	2.0799	1
1029	crank	crank	0.8082	1
1030	cranks	cranks	0.9675	1
1031	crap	crap	0.9378	1
1032	craps	craps	0.578	1
1033	crash	crash	0.0068	1
1034	crashed	crashed	0.0081	1
1035	crass	crass	1.1028	1
1036	crate	crate	0.0483	1
1037	crates	crates	0.06	1
1038	crave	crave	0.2079	1
1039	craved	craved	0.1587	1
1040	craves	craves	0.0307	1
1041	crawl	crawl	0.0096	1
1042	crawled	crawled	0.4664	1
1043	crawls	crawls	0.0246	1
1044	craze	craze	1.8792	1
1045	crazed	crazed	0.9932	1
1046	creak	creak	1.1279	1
1047	creaked	creaked	0.5137	1
1048	creaks	creaks	0.1835	1
1049	cream	cream	0.005	1
1050	creams	creams	0.4097	1
1051	crease	crease	3.2819	1
1052	creche	creche	0.0343	1
1053	creed	creed	0.0215	1
1054	creeds	creeds	0.002	1
1055	creek	creek	0.0008	1
1056	creeks	creeks	0.0031	1
1057	creel	creel	0.2756	1
1058	creep	creep	0.0067	1
1059	creeps	creeps	0.9531	1
1060	crepe	crepe	0.1205	1
1061	crepes	crepes	0.1241	1
1062	crept	crept	0.032	1
1063	cress	cress	0.0652	1
1064	crest	crest	0.0715	1
1065	crests	crests	0.0161	1
1066	crew	crew	0.0002	1
1067	crews	crews	0.0254	1
1068	crib	crib	0.0278	1
1069	cribs	cribs	0.013	1
1070	crick	crick	0.0602	1
1071	cried	cried	0.0058	1
1072	cries	cries	0.0886	1
1073	crime	crime	0.0004	1
1074	crimes	crimes	0.0002	1
1075	crimp	crimp	0.8956	1
1076	cringe	cringe	2.3975	1
1077	cringed	cringed	0.0712	1
1078	crisp	crisp	0.0385	1
1079	croak	croak	0.3276	1
1080	croaks	croaks	0.018	1
1081	crock	crock	0.0086	1
1082	crocks	crocks	0.0092	1
1083	croft	croft	0.4837	1
1084	crone	crone	0.0054	1
1085	crones	crones	0.0034	1
1086	crook	crook	0.0076	1
1087	crooks	crooks	0.0041	1
1088	croon	croon	0.024	1
1089	crooned	crooned	0.6931	1
1090	croons	croon	1.1315	0
1091	crop	crop	0.0001	1
1092	crops	crops	0.0003	1
1093	crore	crore	0.4491	1
1094	cross	cross	0.1543	1
1095	crossed	crossed	0.0003	1
1096	crotch	crotch	1.477	1
1097	crouch	crouch	1.5919	1
1098	crouched	crouched	0.0069	1
1099	croup	croup	1.3642	1
1100	crow	crow	0.0585	1
1101	crowd	crowd	0.0004	1
1102	crowds	crowds	0.0005	1
1103	crowed	crowed	0.0678	1
1104	crown	crown	0.2928	1
1105	crowns	crowns	0.0582	1
1106	crows	crow	1.7084	0
1107	crude	crude	0.2324	1
1108	cruel	cruel	0.0005	1
1109	cruise	cruise	1.3531	1
1110	cruised	cruised	0.3229	1
1111	crumb	crumb	0.0276	1
1112	crumbs	crumbs	0.2494	1
1113	crunch	crunch	0.0663	1
1114	cruse	cruse	1.9619	1
1115	crush	crush	0.0016	1
1116	crushed	crushed	0.005	1
1117	crust	crust	0.0231	1
1118	crusts	crusts	0.029	1
1119	crutch	crutch	0.0171	1
1120	crux	crux	2.097	1
1121	cry	cry	0.0299	1
1122	crypt	crypt	0.0222	1
1123	crypts	crypts	0.0032	1
1124	cub	cub	1.8837	1
1125	cube	cube	0.0011	1
1126	cubes	cubes	0.0001	1
1127	cubs	cubs	0.1569	1
1128	cud	cud	0.1719	1
1129	cuds	cuds	0.8487	1
1130	cue	cue	0.0053	1
1131	cues	cues	0.9223	1
1132	cuff	cuff	0.1151	1
1133	cuffs	cuffs	0.1296	1
1134	cull	call	3.5291	0
1135	cult	cult	0.000400000000000001	1
1136	cults	cults	0	1
1137	cunt	cunt	0.0185	1
1138	cup	cup	0.0001	1
1139	cups	cups	0.0094	1
1140	cur	cur	0.1539	1
1141	curb	curb	0.0183	1
1142	curbs	curbs	0.0625	1
1143	curd	curd	0.0378	1
1144	curds	curds	0.011	1
1145	cure	cure	0.0016	1
1146	cured	cured	0	1
1147	cures	cures	0.0017	1
1148	curl	curl	0.2137	1
1149	curled	curled	0.0064	1
1150	curls	curls	0.0995	1
1151	curs	curs	0.0553	1
1152	curse	curse	0.0919	1
1153	cursed	cursed	0.008	1
1154	curt	curt	0.6081	1
1155	curve	curve	0	1
1156	curves	curves	0.0001	1
1157	cusp	cusp	0.0006	1
1158	cusps	cusps	0.0004	1
1159	cuss	cuss	0.1518	1
1160	cut	cut	0.0004	1
1161	cut	cut	0.0001	1
1162	cute	cute	0.4818	1
1163	cuts	cut	0.8464	0
1164	cyst	cyst	0.0417	1
1165	cysts	cysts	0.0086	1
1166	czar	czar	0.0095	1
1167	czars	czars	0.1202	1
1168	dab	dab	0.0633	1
1169	dabbed	dabbed	1.1184	1
1170	dabs	dabs	0.0111	1
1171	dace	dace	0.0135	1
1172	dad	dad	0.0733	1
1173	dads	dads	0.0291	1
1174	daft	daft	0.1398	1
1175	dale	dale	0.2002	1
1176	dales	dales	0.0371	1
1177	dam	dam	0.0004	1
1178	dame	dame	0.3024	1
1179	dames	dames	0.3345	1
1180	damn	damn	0.2045	1
1181	damned	damned	0.0776	1
1182	damns	damns	0.6632	1
1183	damp	damp	0.0025	1
1184	dams	dams	0.0011	1
1185	dance	dance	0.0006	1
1186	dane	dane	1.5152	1
1187	danes	danes	0.778	1
1188	dang	dang	0.1679	1
1189	dank	dank	1.1503	1
1190	dare	dare	1.5992	1
1191	dared	dared	1.5491	1
1192	dares	dares	0.0221	1
1193	dark	dark	0.0005	1
1194	darn	darn	0.0178	1
1195	darned	darned	0.8847	1
1196	darns	darns	0.0064	1
1197	dart	dart	1.8128	1
1198	darts	darts	1.0819	1
1199	dash	dash	0.2303	1
1200	dashed	dashed	1.0793	1
1201	date	date	0.0131	1
1202	dates	dates	0.0016	1
1203	daub	daub	2.1055	1
1204	daunt	daunt	0.59	1
1205	daunts	daunt	0.5402	0
1206	dawn	dawn	0.0074	1
1207	dawns	dawns	0.0044	1
1208	day	day	0.0068	1
1209	days	days	0.0005	1
1210	daze	daze	1.6392	1
1211	dazed	dazed	0.0182	1
1212	dead	dead	0.2922	1
1213	deaf	deaf	0.0487	1
1214	deal	deal	0.001	1
1215	deals	deals	0.0017	1
1216	dealt	dealt	0.0005	1
1217	dean	dean	0.0068	1
1218	deans	deans	0.0017	1
1219	dear	dear	0.0162	1
1220	dearth	lack	1.0283	0
1221	dearths	lacks	1.1491	0
1222	death	death	0	1
1223	deaths	deaths	0.0011	1
1224	deb	deb	0.3065	1
1225	debs	debs	0.022	1
1226	debt	debt	0	1
1227	debts	debts	0	1
1228	deck	deck	0.0026	1
1229	decks	decks	0.016	1
1230	deed	deed	0.0015	1
1231	deeds	deeds	0.00639999999999999	1
1232	deem	deem	0.7432	1
1233	deemed	deemed	0.0362	1
1234	deems	deem	0.8475	0
1235	deep	deep	0.0001	1
1236	deer	deer	0.1713	1
1237	deer	deer	0.0376	1
1238	deft	deft	0.0992	1
1239	deign	deign	0.3646	1
1240	deigned	deigned	0.0216	1
1241	deigns	deigns	0.0224	1
1242	delf	delf	1.4272	1
1243	dell	dell	0.0458	1
1244	dells	dells	0.0108	1
1245	delve	dig	0.4416	0
1246	den	den	0.0015	1
1247	dens	dens	0.006	1
1248	dense	dense	0.0334	1
1249	dent	dent	0.9724	1
1250	dents	dent	1.3132	0
1251	depth	depth	0.0001	1
1252	depths	depths	0.0003	1
1253	desk	desk	0.01	1
1254	desks	desks	0.0002	1
1255	dew	dew	0.0013	1
1256	dews	dews	0.9897	1
1257	dial	dial	0.0001	1
1258	dialed	dialed	0.0007	1
1259	dials	dials	0	1
1260	dick	dick	0.0493	1
1261	dicks	dicks	0.1121	1
1262	did	did	0.0019	1
1263	die	die	0.0053	1
1264	died	died	0	1
1265	dies	dies	0.0002	1
1266	dig	dig	0.004	1
1267	digs	digs	0.0803	1
1268	dike	dike	0.0042	1
1269	dikes	dikes	0.0111	1
1270	dill	dill	0.0016	1
1271	dills	dills	0.1494	1
1272	dim	dim	0.0004	1
1273	dime	dime	0.0035	1
1274	dimes	dimes	0.0008	1
1275	din	fern	6.4786	0
1276	dine	dine	0.0004	1
1277	dined	dined	0.0001	1
1278	dines	dines	0.0102	1
1279	dins	ferns	7.8583	0
1280	dint	dint	0.2347	1
1281	dints	dints	0.0689	1
1282	dip	dip	0.0007	1
1283	dipped	dipped	0.0011	1
1284	dips	dips	0.0059	1
1285	dire	dire	0.433	1
1286	dirge	dirge	0.2992	1
1287	dirk	dirk	0.2107	1
1288	dirks	dirks	0.1033	1
1289	dirt	dirt	0.0005	1
1290	dirts	dirts	0.0013	1
1291	disc	disc	0.0367	1
1292	discs	discs	0.0066	1
1293	dish	dish	0.0177	1
1294	disk	disk	0.0008	1
1295	disks	disks	0.0001	1
1296	ditch	ditch	0.0553	1
1297	dive	dive	0.1003	1
1298	dives	dives	0.5122	1
1299	do	do	0.015	1
1300	doc	doc	0.1861	1
1301	dock	dock	0.0139	1
1302	docks	docks	0.6432	1
1303	dodge	dodge	0.0763	1
1304	dodged	dodged	0.039	1
1305	doe	doe	0.0183	1
1306	does	does	0.0013	1
1307	doff	doff	1.3207	1
1308	dog	dog	0.0052	1
1309	dogs	dogs	0.0458	1
1310	doll	doll	0.0018	1
1311	dolls	dolls	0.0541	1
1312	dolt	dolt	0.1804	1
1313	dome	dome	0.0008	1
1314	domes	domes	0.001	1
1315	don	don	0.0074	1
1316	done	done	0.0081	1
1317	donned	donned	0.0785	1
1318	dons	dons	0.0848	1
1319	doom	doom	0.0082	1
1320	doomed	doomed	0.0038	1
1321	dooms	dooms	0.0227	1
1322	door	door	0.2812	1
1323	doors	doors	0.0175	1
1324	dope	dope	0.4738	1
1325	dopes	dopes	0.9995	1
1326	dork	dork	0.0068	1
1327	dorks	dorks	0.0616	1
1328	dorm	dorm	1.0723	1
1329	dorms	dorms	1.0302	1
1330	dos	do	1.7955	0
1331	dose	dose	0.0201	1
1332	doss	wake	2.0353	0
1333	dot	dot	0.0261	1
1334	dote	dote	0.0994	1
1335	dots	dots	0.0022	1
1336	doubt	doubt	0.0065	1
1337	doubts	doubts	0.2218	1
1338	dough	dough	0.0397	1
1339	doughs	doughs	0.1265	1
1340	dour	bleak	2.0431	0
1341	douse	douse	0.1307	1
1342	doused	doused	0.6067	1
1343	down	down	0.0001	1
1344	doze	doze	2.2935	1
1345	dozed	dozed	3.1143	1
1346	drab	drab	1.0084	1
1347	draft	draft	0.0145	1
1348	drafts	drafts	0.0185	1
1349	drag	drag	0.0008	1
1350	dragged	dragged	0.0101	1
1351	drags	drags	0.0593	1
1352	drain	drain	0.0114	1
1353	drained	drained	0.8423	1
1354	drains	drain	1.0201	0
1355	drake	drake	0.1039	1
1356	drakes	drakes	0.0609	1
1357	dram	dram	0.00760000000000001	1
1358	drams	drams	0.0157	1
1359	drank	drank	0.8309	1
1360	drape	drape	0.1451	1
1361	draped	draped	0.0026	1
1362	drapes	drapes	0.0304	1
1363	draught	draught	0.1447	1
1364	draughts	draughts	0.1039	1
1365	draw	draw	0	1
1366	drawl	drawl	0.1347	1
1367	drawled	drawled	0.8247	1
1368	drawls	drawls	0.3202	1
1369	draws	draw	0.292	0
1370	dray	dray	0.1401	1
1371	dread	dread	0.000900000000000002	1
1372	dreads	dreads	0.013	1
1373	dream	dream	0.0009	1
1374	dreams	dreams	0	1
1375	dredge	dredge	1.1878	1
1376	drench	drench	0.1158	1
1377	drenched	drenched	0.0189	1
1378	dress	dress	0	1
1379	dressed	dressed	0	1
1380	drew	drew	0.0648	1
1381	dried	dried	0.0327	1
1382	dries	dries	0.0046	1
1383	drift	drift	0.0381	1
1384	drifts	drifts	0.236	1
1385	drill	drill	0.0014	1
1386	drilled	drilled	0.0003	1
1387	drills	drills	0.0126	1
1388	drink	drink	0.0048	1
1389	drinks	drinks	0.0182	1
1390	drip	drip	0.0022	1
1391	dripped	dripped	0	1
1392	drips	drips	0.11	1
1393	drive	drive	0	1
1394	drives	drives	0.0002	1
1395	drogue	sleight	9.27429999999999	0
1396	drone	drone	0.0121	1
1397	drones	drones	0.0076	1
1398	drool	drool	0.8522	1
1399	droop	droop	0.0109	1
1400	drooped	drooped	0.0093	1
1401	droops	droops	0.064	1
1402	drop	drop	0.0012	1
1403	dropped	dropped	0	1
1404	drops	drops	0.0004	1
1405	dross	waste	2.4301	0
1406	drought	drought	0.0008	1
1407	droughts	droughts	0.1804	1
1408	drove	drove	0.7446	1
1409	drown	drown	0.0031	1
1410	drowned	drowned	0.0001	1
1411	drowns	drowns	0.0795	1
1412	drub	drub	2.1641	1
1413	drug	drug	0.0004	1
1414	drugs	drugs	0.0013	1
1415	drum	drum	0.0058	1
1416	drums	drums	0.0051	1
1417	drunk	drunk	2.4519	1
1418	drupe	drupe	0.0577	1
1419	dry	dry	0.0001	1
1420	dub	dub	0.1856	1
1421	dubbed	dubbed	0.004	1
1422	dubs	dubs	0.121	1
1423	duck	duck	0.0562	1
1424	ducked	ducked	0.0063	1
1425	ducks	ducks	0.015	1
1426	duct	duct	0.0003	1
1427	ducts	ducts	0.0008	1
1428	dud	dud	0.1335	1
1429	dude	dude	0.0342	1
1430	dudes	dudes	0.0812	1
1431	duds	duds	0.0344	1
1432	due	due	0.1409	1
1433	duel	duel	0.0297	1
1434	duels	duels	0.0842	1
1435	dues	rules	0.7922	0
1436	duff	duff	3.5317	1
1437	dug	dug	0.0047	1
1438	duke	duke	0.0026	1
1439	dukes	dukes	0.1008	1
1440	dull	dull	0.0036	1
1441	dumb	dumb	0.1143	1
1442	dump	dump	0.8949	1
1443	dumped	dumped	0.0266	1
1444	dumps	dumps	0.9235	1
1445	dun	dun	0.0176	1
1446	dunce	dolt	2.3563	0
1447	dune	dune	0.0025	1
1448	dunes	dunes	0.00559999999999999	1
1449	dung	dung	0.0568	1
1450	dungs	dungs	0.0074	1
1451	dunk	dunk	0.1958	1
1452	dunked	dunked	0.0328	1
1453	dunks	dunks	0.5468	1
1454	duns	duns	0.3277	1
1455	dupe	dupe	0.3929	1
1456	duped	duped	0.006	1
1457	dupes	dupes	0.0183	1
1458	dusk	dusk	0.0631	1
1459	dusks	dusks	0.026	1
1460	dust	dust	0.0004	1
1461	dusts	dusts	0.0017	1
1462	dutch	dutch	0	1
1463	dwarf	dwarf	0.9355	1
1464	dwarfed	dwarfed	0.0187	1
1465	dwarfs	dwarf	0.9574	0
1466	dwell	dwell	0.0146	1
1467	dwells	dwells	0.0503	1
1468	dwelt	dwelt	0.0355	1
1469	dye	dye	0.7141	1
1470	dyke	dyke	0.0967	1
1471	dykes	dykes	1.1749	1
1472	each	each	0.0002	1
1473	ear	ear	0.0001	1
1474	earl	earl	0.0046	1
1475	earls	earls	0.0332	1
1476	earn	earn	0	1
1477	earned	earned	0	1
1478	earns	earns	0.00909999999999999	1
1479	ears	ears	0.0001	1
1480	earth	earth	0.0018	1
1481	earths	earths	0.139	1
1482	ease	ease	0.0016	1
1483	east	east	0	1
1484	eat	eat	0.0005	1
1485	eats	eats	0.0252	1
1486	eaves	eaves	2.9932	1
1487	ebb	ebb	0.0962	1
1488	ebbed	ebbed	0.5948	1
1489	ebbs	ebbs	0.3663	1
1490	edge	edge	0	1
1491	eel	eel	0.0818	1
1492	eels	eels	0.0821	1
1493	eft	eft	1.0868	1
1494	egg	egg	0.0001	1
1495	eggs	eggs	0.0002	1
1496	elf	elf	0.1402	1
1497	elk	elk	0.0023	1
1498	elk	elk	1.0103	1
1499	ell	ell	0.8792	1
1500	ells	ells	0.1125	1
1501	elm	elms	1.0114	0
1502	elms	elms	0.8013	1
1503	else	else	0	1
1504	elves	elves	0.0133	1
1505	end	end	0	1
1506	ends	ends	0	1
1507	er	er	0.9227	1
1508	ere	there	7.0702	0
1509	erg	erg	4.8032	1
1510	err	er	10.1932	0
1511	etch	etch	0.0911	1
1512	etched	etched	0.0453	1
1513	eve	eve	0.0021	1
1514	eves	eves	0.3112	1
1515	ewe	ewe	0.4183	1
1516	ewes	ewes	0.8985	1
1517	eye	eye	0.0001	1
1518	eyes	eyes	0.0001	1
1519	fa	lobe	4.735	0
1520	face	face	0.0316	1
1521	fact	fact	0.0001	1
1522	facts	facts	0	1
1523	fad	vogue	0.369	0
1524	fade	fade	0.623	1
1525	fades	fades	0.8586	1
1526	fads	fads	0.001	1
1527	fag	fag	0.1575	1
1528	fags	fag	0.7561	0
1529	fail	fail	0.0009	1
1530	failed	failed	0.0042	1
1531	fails	fail	0.7922	0
1532	faint	faint	0.008	1
1533	fair	fair	0.0045	1
1534	faith	faith	0.002	1
1535	faiths	faiths	0.0017	1
1536	fake	fake	0.3416	1
1537	fall	fall	0.0028	1
1538	falls	falls	0.000600000000000001	1
1539	false	false	0.59	1
1540	fame	fame	0.0743	1
1541	fames	fames	0.5914	1
1542	fan	fan	0.0093	1
1543	fang	fang	0.111	1
1544	fangs	fangs	0.0133	1
1545	fans	fans	0.0203	1
1546	far	far	0.001	1
1547	farce	farce	0.0642	1
1548	fare	fare	0.0325	1
1549	fares	fares	0.7942	1
1550	farm	farm	0.001	1
1551	farms	farms	0.0002	1
1552	fart	fart	1.7117	1
1553	fast	fast	0.0009	1
1554	fat	fat	0.0005	1
1555	fate	fate	0.3137	1
1556	fates	fates	0.0084	1
1557	fault	fault	0.0174	1
1558	faults	faults	0.1259	1
1559	faun	faun	0.0579	1
1560	fauns	fauns	0.0042	1
1561	fawn	alms	4.0176	0
1562	fawned	fawned	0.1817	1
1563	fawns	fauns	8.9824	0
1564	faze	faze	0.3911	1
1565	fazed	fazed	0.0224	1
1566	fear	fear	0.0001	1
1567	fears	fears	0.0004	1
1568	feast	feast	0.005	1
1569	feasts	feasts	0.0016	1
1570	feat	feat	0.0098	1
1571	feats	feats	0.0899	1
1572	fed	fed	0.0028	1
1573	fee	fee	0.001	1
1574	feed	feed	0.0009	1
1575	feeds	feeds	0.1024	1
1576	feel	feel	0	1
1577	feels	feels	0.0001	1
1578	fees	fees	0.0027	1
1579	feet	feet	0.0004	1
1580	feign	feign	0.0127	1
1581	feigned	feigned	0.0022	1
1582	feigns	feigns	0.1855	1
1583	feint	feint	0.0551	1
1584	feints	feints	0.2799	1
1585	fell	fell	0.001	1
1586	felt	felt	0.0004	1
1587	fen	fen	0.0509	1
1588	fence	fence	0.1161	1
1589	fens	fens	0.195	1
1590	fern	fern	0.0084	1
1591	ferns	ferns	0.0169	1
1592	fetch	fetch	2.8878	1
1593	fetched	fetched	2.2798	1
1594	fete	fate	4.8847	0
1595	fetes	fetes	0.316	1
1596	feud	feud	0.0001	1
1597	feuds	feuds	0.0002	1
1598	few	few	0.3013	1
1599	fez	fez	0.0332	1
1600	fib	fib	0.1821	1
1601	fief	fief	0.3045	1
1602	fiefs	fiefs	0.0408	1
1603	field	field	0	1
1604	fields	fields	0	1
1605	fiend	fiend	0.0181	1
1606	fiends	fiends	0.0739	1
1607	fierce	fierce	0.0066	1
1608	fife	fife	0.2873	1
1609	fifes	fifes	0.1088	1
1610	fifth	fifth	0.001	1
1611	fig	fig	0.0446	1
1612	fight	fight	0	1
1613	fights	fights	0.0005	1
1614	figs	figs	0.0059	1
1615	filch	filch	0.0636	1
1616	filched	filched	0.089	1
1617	file	file	0.0173	1
1618	filed	filed	0.5329	1
1619	files	files	0.0256	1
1620	fill	fill	0.0019	1
1621	filled	filled	0.0002	1
1622	fills	fills	0.0014	1
1623	film	film	0.0005	1
1624	films	films	0.0005	1
1625	filth	filth	0.0062	1
1626	filths	filths	0.0042	1
1627	fin	fin	1.1927	1
1628	finch	finch	0.3091	1
1629	find	find	0.0001	1
1630	finds	finds	0.0023	1
1631	fine	fine	0.0004	1
1632	fink	bard	0.924	0
1633	finks	finks	0.2835	1
1634	fins	fins	0.2642	1
1635	fir	fir	0.0042	1
1636	fire	fire	0.0018	1
1637	fires	fires	0.0011	1
1638	firm	firm	0.0001	1
1639	firms	firms	0.0001	1
1640	firs	firs	0.0083	1
1641	first	first	0.0009	1
1642	firth	firth	0.2468	1
1643	firths	firths	0.0582	1
1644	fish	fish	0.0068	1
1645	fish	fish	0.3369	1
1646	fist	fists	0.4901	0
1647	fists	fists	0.0001	1
1648	fit	fit	0	1
1649	fit	fit	0	1
1650	fits	fits	0.0017	1
1651	five	five	0.0011	1
1652	fix	fix	0.0033	1
1653	fixed	fixed	0.5332	1
1654	fizz	wreathe	3.4964	0
1655	flag	flag	0.0054	1
1656	flags	flags	0.0077	1
1657	flail	flail	0.65	1
1658	flailed	flailed	0.0335	1
1659	flails	flail	2.892	0
1660	flair	flair	1.7295	1
1661	flairs	flairs	0.3229	1
1662	flak	flak	0.4336	1
1663	flake	flake	0.0599	1
1664	flakes	flakes	0.2601	1
1665	flame	flame	0.0297	1
1666	flames	flames	0.0047	1
1667	flan	flan	0.787	1
1668	flange	flange	1.0074	1
1669	flank	flank	0.0003	1
1670	flanked	flanked	0.0748	1
1671	flanks	flanks	0.0002	1
1672	flap	flap	0.2664	1
1673	flapped	flapped	0.2564	1
1674	flaps	flaps	1.1512	1
1675	flare	flare	0.0011	1
1676	flared	flared	0.0199	1
1677	flares	flares	0.0011	1
1678	flash	flash	0.0387	1
1679	flashed	flashed	0.0059	1
1680	flask	flask	0.002	1
1681	flasks	flasks	0.0071	1
1682	flat	flat	0.0027	1
1683	flaunt	flaunt	0.634	1
1684	flaw	flaw	0.2522	1
1685	flaws	flaws	0.0934	1
1686	flax	flax	0.0419	1
1687	flay	lade	1.4617	0
1688	flea	flea	0.9889	1
1689	fleas	fleas	0.0289	1
1690	fleck	fleck	0.0296	1
1691	flecks	flecks	0.0271	1
1692	fledge	fledge	0.5984	1
1693	flee	flee	1.2342	1
1694	fleet	fleet	0.0108	1
1695	fleets	fleets	0.0002	1
1696	flesh	flesh	0.0011	1
1697	flew	flew	0.0227	1
1698	flex	flex	1.9411	1
1699	flexed	flexed	0.1579	1
1700	flick	flick	0.294	1
1701	flicked	flicked	0.4649	1
1702	flicks	flicks	0.4646	1
1703	flies	flies	0.0053	1
1704	flight	flight	0.0002	1
1705	flights	flights	0.0257	1
1706	flinch	flinch	0.8114	1
1707	flinched	flinched	1.2136	1
1708	fling	fling	0.0142	1
1709	flings	flings	0.0058	1
1710	flint	flint	0.0017	1
1711	flints	flints	0.0346	1
1712	flip	flip	0.0048	1
1713	flipped	flipped	0.2576	1
1714	flips	flips	0.0069	1
1715	flirt	flirt	0.0051	1
1716	flirts	flirts	0.0006	1
1717	flit	flit	0.2311	1
1718	flitch	flitch	0.0063	1
1719	flits	flit	0.7566	0
1720	float	float	0.0014	1
1721	floats	floats	0.0098	1
1722	flock	flock	0.0057	1
1723	flocks	flocks	0.0021	1
1724	floe	floe	0.0122	1
1725	floes	floes	1.1522	1
1726	flog	flog	0.0029	1
1727	flogged	flogged	1.0107	1
1728	flogs	flogs	0.0584	1
1729	flood	flood	0.0005	1
1730	floods	floods	0.001	1
1731	floor	floor	0.0005	1
1732	floors	floors	0.0026	1
1733	flop	flop	0.118	1
1734	flopped	flopped	0.4748	1
1735	flops	flops	0.0343	1
1736	floss	floss	0.0276	1
1737	flounce	flounce	0.026	1
1738	flounced	flounced	0.3215	1
1739	flour	flour	0.0018	1
1740	flours	flours	0.3434	1
1741	flout	flout	1.0293	1
1742	flow	flow	0.0013	1
1743	flows	flows	0.0005	1
1744	flu	flu	0.051	1
1745	flub	flub	0.2053	1
1746	flubbed	flubbed	1.2004	1
1747	flubs	flubs	0.2631	1
1748	flue	flue	1.6999	1
1749	fluff	fluff	0.0843	1
1750	fluffs	fluffs	0.0575	1
1751	fluke	fluke	0.1711	1
1752	flukes	flukes	0.0858	1
1753	flume	gorge	2.0383	0
1754	flung	flung	0.0138	1
1755	flunk	flunk	0.7243	1
1756	flus	flu	2.3479	0
1757	flush	flush	0.2295	1
1758	flushed	flushed	0.0274	1
1759	flute	flute	0.585	1
1760	flutes	flutes	0.3655	1
1761	flux	flux	0.0031	1
1762	fly	fly	0.0249	1
1763	foal	foal	0.0289	1
1764	foals	foals	0.0903	1
1765	foam	foam	0.0012	1
