Item	Word	Semantic_Output	Error_Score	Correct
2099	grabbed	grabbed	0	1
2102	grad	grad	0.0005	1
2103	grade	grade	0	1
2107	grafts	grafts	0.1603	1
2110	grain	grain	0	1
2111	grains	grains	0.0001	1
2115	grange	grange	0.0434	1
2119	grapes	grapes	0.0001	1
2120	graph	graph	0	1
2121	graphs	graphs	0	1
2123	grasped	grasped	0.0001	1
2126	grate	grate	0.0008	1
2127	grates	grates	0.0177	1
2133	grease	grease	0.0001	1
2134	great	great	0	1
2135	greaves	greaves	0.0049	1
2137	greeds	greeds	0.087	1
2146	griefs	griefs	0.0004	1
2147	grieve	grieve	0.0007	1
2149	grieves	grieves	0.0242	1
2150	grill	grill	0.004	1
2152	grilles	grilles	0.0328	1
2154	grim	grim	0.0005	1
2155	grime	grime	0.00579999999999999	1
2156	grimed	grimed	0.0001	1
2157	grimes	grimes	0.0249	1
2159	grind	grind	0	1
2160	grinds	grinds	0	1
2162	grins	grins	0.0045	1
2165	gripes	gripes	0.1954	1
2166	grips	grips	0.00889999999999999	1
2167	grist	grist	0.0002	1
2168	grists	grists	0.0004	1
2171	groan	groan	0.0001	1
2172	groaned	groaned	0.0001	1
2174	groat	groat	0.2879	1
2176	grog	grog	0.0053	1
2178	groins	groins	0.2855	1
2179	groom	groom	0.0043	1
2181	groove	groove	0.0001	1
2182	grooves	grooves	0.0005	1
2183	grope	grope	0.0025	1
2184	groped	groped	0.0001	1
2185	gropes	gropes	0	1
2186	gross	gross	0.2605	1
2188	grouch	grouch	0.0003	1
2189	ground	ground	0	1
2191	groups	groups	0.3721	1
2193	grout	grout	0.0002	1
2196	grow	grow	0	1
2197	growl	growl	0	1
2202	growths	growths	0.0012	1
2203	grub	grub	0.0006	1
2204	grubs	grubs	0	1
2212	guessed	guessed	0	1
2213	guest	guest	0	1
2214	guests	guests	0.0001	1
2215	guide	guide	0	1
2217	guild	guild	0.0166	1
2219	guile	guile	0.0029	1
2222	guilts	guilts	0.0611	1
2223	guise	guise	0.0014	1
2227	gull	gull	0.0004	1
2228	gulp	gulp	0.0001	1
2229	gulps	gulps	0.0019	1
2230	gum	gum	0.0003	1
2233	gunk	gunk	0.0378	1
2234	gunks	gunks	0.0025	1
2235	guns	guns	0.000900000000000002	1
2236	gush	gush	0	1
2241	guts	guts	0.0197	1
2243	guys	guys	0.0003	1
2244	gym	gym	0.00829999999999999	1
2245	gyms	gyms	0.0394	1
2246	gyp	gyp	0.0216	1
2247	hack	hack	0.0002	1
2250	haft	haft	0.7605	1
2251	hafts	hafts	0.1514	1
2252	hag	hag	0.0042	1
2253	hags	hags	0.0125	1
2254	hail	hail	0.0001	1
2255	hailed	hailed	0.0001	1
2257	hair	hair	0	1
2261	hall	hall	0.0001	1
2263	halt	halt	0.0014	1
2265	halve	halve	0.0155	1
2266	halved	halved	0	1
2271	hands	hands	0	1
2274	hank	hank	0.0004	1
2275	hanks	hanks	0.0001	1
2285	harms	harms	0.0004	1
2292	hasp	hasp	0.0007	1
2293	hasps	hasps	0.0043	1
2295	hastes	hastes	0.000600000000000001	1
2296	hat	hat	0	1
2298	hate	hate	0.0001	1
2301	hats	hats	0	1
2302	haul	haul	0	1
2307	haw	haw	0.0004	1
2313	haze	haze	0.0004	1
2314	he	he	0	1
2315	head	head	0	1
2316	heads	heads	0	1
2318	healed	healed	0	1
2319	heals	heals	0.1002	1
2325	heard	heard	0	1
2326	hears	hears	0	1
2331	hearts	hearts	0	1
2333	heath	heath	0.0017	1
2340	hedge	hedge	0	1
2346	height	height	0.0001	1
2348	heir	heir	0.0005	1
2350	held	held	0	1
2351	hell	hell	0.0024	1
2352	hells	hells	0.0531	1
2354	helms	helms	0.0005	1
2358	helve	helve	0.053	1
2362	hems	hems	0.0004	1
2363	hen	hen	0.0011	1
2364	hence	hence	0.0002	1
2366	her	her	0.0004	1
2367	herb	herb	0.0001	1
2368	herbs	herbs	0	1
2369	herd	herd	0.0004	1
2370	herds	herds	0.0016	1
2372	hers	hers	0.1024	1
2373	hew	hew	0.0002	1
2375	hews	hews	0.0002	1
2376	hex	slang	0.4924	0
2377	hey	hey	0	1
2383	hie	hie	0.2201	1
2389	hilt	hilt	0.1025	1
2391	him	him	0	1
2396	hip	hip	0.0001	1
2397	hips	hips	0	1
2398	hire	hire	0	1
2402	hissed	hissed	0.0008	1
2410	ho	ho	0.0001	1
2414	hoax	hoax	0.0797	1
2415	hob	hob	0.0003	1
2416	hobs	hobs	0.0122	1
2417	hock	hock	0.0013	1
2419	hocks	hocks	0.0012	1
2420	hod	hod	0.001	1
2421	hods	hods	0.003	1
2422	hoe	hoe	0.00509999999999999	1
2423	hoes	hoes	0.0025	1
2425	hogs	hogs	0.0008	1
2428	hold	hold	0	1
2434	hone	hone	0.0003	1
2436	hooch	hooch	0.0519	1
2440	hook	hook	0	1
2442	hooks	hooks	0	1
2448	hop	hop	0	1
2449	hope	hope	0	1
2450	hoped	hoped	0	1
2452	hopped	hopped	0	1
2456	horde	horde	0.000500000000000001	1
2458	horn	horn	0	1
2464	hot	hot	0	1
2473	hub	hub	1.0007	1
2475	huck	huck	0.1816	1
2478	hues	hues	0.7251	1
2479	huff	huff	0.0028	1
2481	huge	huge	0.2657	1
2483	hugs	hugs	0.0014	1
2485	hulk	hulk	0.0112	1
2486	hulks	hulks	0.0038	1
2487	hull	hull	0.0002	1
2488	hulls	hulls	0.0012	1
2492	humped	humped	0.0533	1
2494	hums	hums	0.0001	1
2500	hunts	hunts	0	1
2507	hush	hush	0	1
2509	husks	husks	0.0001	1
2516	id	id	0.004	1
2517	ides	ides	0.0599	1
2519	if	if	0	1
2525	in	in	0.0001	1
2528	inks	inks	0.0082	1
2529	inn	inn	0.0001	1
2532	ires	ires	0.0338	1
2535	isles	isles	0.0423	1
2538	its	its	0.0002	1
2539	jab	jab	0.0052	1
2540	jabbed	jabbed	0.0002	1
2543	jacks	jacks	0.0023	1
2544	jade	jade	0.0002	1
2546	jags	jags	2.2392	1
2547	jail	jail	0.0001	1
2548	jails	jails	0.0001	1
2551	jamb	jamb	0.0437	1
2555	jape	jape	0.0239	1
2556	japes	japes	0.0046	1
2559	jaunt	jaunt	0.0178	1
2560	jaunts	jaunts	0.0058	1
2561	jaw	jaw	0.0001	1
2563	jay	jay	0.0001	1
2565	jazz	jazz	0.0196	1
2567	jeans	jeans	0.0006	1
2568	jeep	car	16.8021	0
2571	jeered	jeered	0.0018	1
2572	jeers	jeers	0.0026	1
2574	jerk	jerk	0.0001	1
2576	jerks	jerks	0	1
2577	jest	jest	0	1
2579	jet	jet	0.0001	1
2581	jew	jew	0.0181	1
2582	jews	jews	0.008	1
2584	jibe	jibe	0.0043	1
2588	jigs	jigs	0.00699999999999999	1
2589	jilt	jilt	0.0009	1
2590	jilts	jilts	0.000500000000000001	1
2593	jive	alms	1.9117	0
2594	jived	jived	0.0446	1
2596	job	job	0	1
2597	jobs	jobs	0	1
2599	jocks	jocks	0.117	1
2602	jogs	jogs	0.0293	1
2603	join	join	0	1
2604	joined	joined	0	1
2605	joins	joins	0	1
2606	joint	joint	0	1
2607	joints	joints	0.0001	1
2611	jolt	jolt	0.0001	1
2612	jolts	jolts	0.0001	1
2615	jots	jots	0.00810000000000001	1
2618	jowl	jowl	0.0055	1
2624	jugs	jugs	0.003	1
2625	juice	juice	0	1
2626	jump	jump	0	1
2627	jumped	jumped	0	1
2628	jumps	jumps	0	1
2629	june	june	0.0251	1
2633	just	just	0.0081	1
2635	jutes	jutes	0.000900000000000001	1
2637	kale	kale	0.0006	1
2640	keels	flukes	3.5823	0
2642	keep	keep	0.0016	1
2644	keg	keg	0.0063	1
2647	kelps	kelps	0.7522	1
2648	ken	ken	0.0674	1
2653	keys	keys	0.0001	1
2654	kick	kick	0	1
2660	kill	kill	0	1
2661	killed	killed	0	1
2664	kilns	kilns	0.0403	1
2674	kips	kips	0.0181	1
2676	kirks	kirks	0.00830000000000001	1
2679	kit	kit	0	1
2682	kits	kits	0	1
2683	klutz	klutz	0.905	1
2684	knack	knack	0.0044	1
2686	knap	knap	0.000600000000000001	1
2688	knaves	knaves	0.0231	1
2690	kneads	kneads	0.0457	1
2691	knee	knee	0	1
2692	kneel	kneel	0.00869999999999999	1
2693	kneels	kneels	0.0154	1
2695	knell	knell	0.125	1
2696	knells	knells	0.0568	1
2697	knelt	knelt	0.0019	1
2698	knew	knew	0.0001	1
2703	knit	knit	0.00499999999999999	1
2712	knolls	knolls	0.0324	1
2713	knot	knot	0.0004	1
2714	knots	knots	0.0002	1
2715	knout	knout	0.4841	1
2717	knows	knows	0	1
2718	kraut	kraut	0.00900000000000001	1
2719	krauts	krauts	0.0028	1
2724	lacks	lacks	0.001	1
2728	lag	lag	0.0249	1
2729	lagged	lagged	0.0001	1
2731	laid	laid	0	1
2740	lammed	lammed	0.00290000000000001	1
2741	lamp	lamp	0	1
2744	lance	lance	0.0101	1
2745	land	land	0.0001	1
2746	lands	lands	0	1
2747	lane	lane	0	1
2750	laps	laps	0.000800000000000001	1
2751	lapse	lapse	0.001	1
2753	lard	lard	0.0001	1
2754	lards	lards	0.0008	1
2757	larks	larks	0.001	1
2761	last	last	0	1
2762	lat	lat	0	1
2763	latch	latch	0	1
2764	late	late	0	1
2765	lath	lath	0.00460000000000001	1
2770	laugh	laugh	0	1
2771	laughed	laughed	0.0001	1
2773	launch	launch	0.0002	1
2774	launched	launched	0	1
2775	lave	lave	0.0779	1
2776	law	law	0	1
2777	lawn	lawn	0	1
2778	lawns	lawns	0	1
2781	lay	lay	0.0003	1
2783	laze	alms	2.809	0
2784	lea	lea	0.0623	1
2785	leach	leach	0.0154	1
2787	leads	leads	0.0002	1
2788	leaf	leaf	0	1
2790	leaks	leaks	0.022	1
2791	lean	lean	0	1
2792	leaned	leaned	0.0001	1
2797	learned	learned	0	1
2803	leaves	leaves	0.0001	1
2807	lee	lee	0.0027	1
2811	leer	leer	0.0002	1
2812	leered	leered	0.0002	1
2813	leers	leers	0.0042	1
2816	left	left	0	1
2819	lei	lei	0.0152	1
2820	leis	leis	0.0555	1
2822	leks	leks	0.0055	1
2823	lend	lend	0.0001	1
2824	lends	lends	0	1
2828	lent	lent	0.0001	1
2832	let	let	0	1
2833	let	let	0	1
2834	lets	lets	0	1
2837	lice	lice	0.0011	1
2840	licks	licks	0.00560000000000001	1
2843	lie	lie	0	1
2844	lied	lied	0	1
2846	lien	lien	3.4271	1
2849	life	life	0.2025	1
2850	lift	lift	0	1
2852	light	light	0	1
2855	lilts	lilts	0.0054	1
2856	limb	limb	0.0003	1
2857	limbs	limbs	0	1
2859	limes	limes	0.0007	1
2862	line	line	0	1
2864	ling	ling	0.037	1
2865	link	link	0	1
2867	links	links	0	1
2869	lints	lints	0.3013	1
2871	lips	lips	0.0001	1
2872	lisle	lisle	0.1071	1
2874	lisp	lisp	0.0052	1
2875	lisped	lisped	0.0098	1
2876	lisps	lisps	0.0013	1
2878	lists	lists	0	1
2879	lithe	lithe	0.6365	1
2880	live	live	0.0004	1
2882	lives	lives	0.1225	1
2883	lives	lives	0	1
2885	loads	loads	0.0083	1
2888	loams	loams	0.0028	1
2889	loan	loan	0.0002	1
2898	lobe	lobe	1.5549	1
2900	lobs	lobs	0.0294	1
2901	lock	lock	0.0003	1
2902	locked	locked	0	1
2908	lofts	lofts	0.0011	1
2910	loge	loge	0.1478	1
2911	logs	logs	0	1
2923	loom	loom	0.0003	1
2931	loot	loot	0.0167	1
2935	lopes	lopes	0.0004	1
2936	lopped	lopped	0.3522	1
2938	lord	lord	0.000400000000000001	1
2943	loss	loss	0.0003	1
2944	lost	lost	0	1
2947	loud	loud	0	1
2952	love	love	0	1
2953	loves	loves	0	1
2955	lox	lox	0.0029	1
2956	luck	luck	0	1
2962	lull	lull	0.0001	1
2963	lulls	lulls	0.0149	1
2966	lunch	lunch	0	1
2967	lung	lung	0	1
2970	lungs	lungs	0	1
2973	lure	lure	0.005	1
2983	lutes	lutes	0.0411	1
2984	lye	lye	0.0043	1
2989	lynx	lynx	0.0483	1
2990	lyre	lyre	0.0008	1
2993	mace	mace	0.0678	1
2994	mack	mack	0.02	1
2995	mad	mad	0	1
2998	maid	maid	0.0012	1
3002	maim	maim	0.6985	1
3004	maims	maims	0.0022	1
3008	male	male	0.0206	1
3016	mane	mane	0	1
3019	manse	manse	0.3019	1
3023	marc	marc	0.0054	1
3024	march	march	0.0001	1
3028	marge	marge	0.0019	1
3030	marked	marked	0	1
3031	marks	marks	0	1
3032	marl	marl	0.0027	1
3034	marred	marred	0.0026	1
3037	mart	mart	0.0056	1
3039	mas	mas	0.0784	1
3041	mashed	mashed	0	1
3042	mask	mask	0	1
3045	mass	mass	0	1
3049	match	match	0	1
3052	mates	mates	0.0051	1
3055	mats	mats	0.0018	1
3056	maul	maul	1.1014	1
3058	maw	maw	0.0017	1
3059	maws	maws	0.3909	1
3060	max	max	0.0022	1
3062	maze	maze	0.0011	1
3064	mead	mead	0.2662	1
3067	meals	meals	0.0005	1
3069	means	means	0.0001	1
3074	meeds	meeds	0.0231	1
3075	meek	meek	0.6285	1
3077	meld	meld	0.0258	1
3080	melts	melts	0	1
3081	men	men	0	1
3083	mends	mends	0.0018	1
3087	mesh	mesh	0	1
3090	mewed	mewed	0.00410000000000001	1
3093	mick	mick	0.0022	1
3094	mid	mid	0.3449	1
3097	midsts	midsts	0.0107	1
3098	mien	mien	0.0971	1
3101	mikes	mikes	0.0003	1
3105	miles	miles	0.0021	1
3107	milks	milks	0.0219	1
3108	mill	mill	0	1
3109	mills	mills	0.0001	1
3110	mils	mils	0.0178	1
3111	milt	milt	0.0158	1
3113	min	min	0.0003	1
3117	minds	minds	0.0004	1
3120	mink	mink	0.0003	1
3123	mints	mints	0.0072	1
3125	mire	mire	0.7355	1
3131	mists	mists	0.001	1
3133	mites	mites	0.0008	1
3136	mix	mix	0	1
3137	mixed	mixed	0	1
3140	moaned	moaned	0	1
3141	moans	moans	0.0001	1
3142	moat	moat	0.0006	1
3143	moats	moats	0.003	1
3144	mob	mob	0.0002	1
3145	mobs	mobs	0.0035	1
3146	mock	mock	0	1
3148	mocks	mocks	0.0009	1
3152	moil	moil	0.0372	1
3153	moist	moist	0.0931	1
3154	moke	moke	0.0055	1
3157	mole	mole	0.0001	1
3161	mom	mom	0.0019	1
3165	month	month	0	1
3166	months	months	0	1
3167	moo	moo	0.0022	1
3169	mood	mood	0.0001	1
3173	moons	moons	0	1
3177	moose	moose	0.0005	1
3178	moot	moot	0.1388	1
3179	mop	mop	0.001	1
3182	mops	mops	0.0765	1
3188	moss	moss	1.445	1
3189	most	most	0.0121	1
3191	motes	motes	1.3622	1
3192	moth	moth	0	1
3193	moths	moths	0	1
3199	mourned	mourned	0.0005	1
3201	mouse	mouse	0	1
3202	mouth	mouth	0	1
3205	moved	moved	0	1
3209	mows	mows	0.0002	1
3211	much	much	0	1
3215	mud	mud	0	1
3218	muffs	muffs	0.0357	1
3219	mug	mug	0.0015	1
3220	mugs	mugs	0.0003	1
3221	mulch	mulch	0.0012	1
3222	mule	mule	0.0007	1
3223	mules	mules	0.0014	1
3224	mull	mull	0.0005	1
3227	mums	mums	0.00610000000000001	1
3228	munch	munch	0.0582	1
3229	munched	munched	0.0002	1
3230	murk	murk	0.0104	1
3231	murks	murks	0.003	1
3232	mus	mus	0.0016	1
3234	mush	mush	0.0003	1
3242	my	my	0.0001	1
3244	myrrhs	myrrhs	0.00640000000000001	1
3247	nab	nab	0.0498	1
3250	nag	nag	0.0003	1
3252	nags	nags	0.0017	1
3254	nails	nails	0	1
3255	name	name	0.1849	1
3258	nape	nape	0.0004	1
3259	napes	napes	0.0071	1
3262	nard	nard	0.0953	1
3267	naw	naw	0.0048	1
3268	nay	nay	0.0009	1
3271	near	near	0	1
3277	need	need	0	1
3280	neighs	neighs	0.0268	1
3285	nests	nests	0	1
3286	net	net	0.0002	1
3287	nets	nets	0.0053	1
3288	new	new	0.0036	1
3292	next	next	0	1
3293	nib	nib	0.0101	1
3295	nice	nice	0	1
3296	niche	niche	0.0294	1
3302	nigh	nigh	0.003	1
3308	nips	nips	0.0018	1
3309	nit	nit	0.0386	1
3310	nits	nits	0.0034	1
3311	nix	nix	0.0209	1
3312	no	no	0	1
3314	nod	nod	0	1
3316	nodes	nodes	0.0016	1
3319	noise	noise	0.0001	1
3320	non	non	0.0151	1
3325	noon	noon	0.0001	1
3326	noons	noons	0.0005	1
3327	noose	noose	0.0002	1
3329	norm	norm	0.0014	1
3331	north	north	0	1
3333	not	not	0.0001	1
3335	note	note	0	1
3337	nought	nought	0.0127	1
3339	nouns	nouns	0.0178	1
3340	now	now	0.005	1
3347	numb	numb	0.0006	1
3349	nuns	nuns	0.0001	1
3351	nut	nut	0	1
3352	nuts	nuts	0.0394	1
3353	nuts	nuts	0.0001	1
3355	nymphs	nymphs	0	1
3359	oaks	oaks	0	1
3360	oar	oar	0.0002	1
3362	oast	oast	0.2722	1
3364	oath	oath	0	1
3365	oaths	oaths	0.0005	1
3366	oats	oats	0.0001	1
3369	odes	odes	0.00770000000000001	1
3370	of	of	0	1
3371	off	off	0.0001	1
3380	once	once	0	1
3382	ooze	ooze	0.002	1
3383	ops	ops	0.011	1
3387	orbs	orbs	0.041	1
3388	ore	ore	0.0001	1
3390	ouch	ouch	0.0007	1
3396	out	out	0.0025	1
3397	owe	owe	0.0001	1
3400	owl	owl	0	1
3401	owls	owls	0	1
3404	owns	owns	0	1
3405	ox	ox	0.0006	1
3409	packed	packed	0	1
3410	packs	packs	0.0001	1
3412	pacts	pacts	0.0026	1
3414	pads	pads	0.0005	1
3415	page	page	0	1
3416	paid	paid	0	1
3417	pail	pail	0.0003	1
3419	pain	pain	0	1
3420	pains	pains	0.0626	1
3424	pairs	pairs	0	1
3428	palls	palls	0.0347	1
3430	palms	palms	0.000400000000000001	1
3435	pang	pang	0.0039	1
3436	pangs	pangs	0.0001	1
3438	pant	pant	0.0001	1
3439	pants	pants	0.0011	1
3440	pants	pants	0.0001	1
3445	parch	parch	0.0001	1
3446	parched	parched	0.0001	1
3448	pared	pared	0.0014	1
3449	pares	pares	0.0065	1
3450	park	park	0.0001	1
3451	parks	parks	0.0017	1
3456	pas	pas	0.0064	1
3457	pass	pass	0	1
3460	paste	paste	0	1
3463	pat	pat	0.0001	1
3467	path	path	0	1
3468	paths	paths	0	1
3469	pats	pats	0.0022	1
3470	paunch	paunch	0.4522	1
3472	paused	paused	0.0001	1
3476	paw	paw	0	1
3480	paws	paws	0.0004	1
3481	pay	pay	0	1
3482	pays	pays	0	1
3485	peach	peach	0	1
3486	peak	peak	0.0012	1
3488	peal	peal	0.0024	1
3490	pear	pear	0.0008	1
3492	pearls	pearls	0	1
3495	peat	peat	0.0003	1
3499	pecks	pecks	0.0007	1
3500	pee	pee	0.4724	1
3501	peed	peed	0.0384	1
3504	peeks	peeks	0.0004	1
3506	peeled	peeled	0.0006	1
3507	peels	peels	0.0053	1
3508	peep	peep	0.0015	1
3515	peg	peg	0.0006	1
3517	peke	peke	0.0409	1
3518	pelf	pelf	1.1711	1
3520	pelts	pelts	0.001	1
3521	pen	pen	0.0001	1
3522	pens	pens	0	1
3523	perch	perch	0.0001	1
3524	perched	perched	0	1
3525	perk	perk	0.0022	1
3533	pews	pews	0.0022	1
3537	phlegm	phlegm	0.0013	1
3538	phlox	alms	5.4594	0
3539	phone	phone	0	1
3540	phones	phones	0.0002	1
3543	pick	pick	0	1
3550	pierced	pierced	0	1
3551	piers	piers	0.0018	1
3553	pig	pig	0	1
3554	pigs	pigs	0.0001	1
3556	pikes	pikes	0.0031	1
3557	pile	pile	0	1
3558	piled	piled	0	1
3559	piles	piles	0	1
3561	pills	pills	0.0004	1
3564	pin	pin	0	1
3565	pinch	pinch	0.0002	1
3568	pines	pines	0.0002	1
3571	pings	pings	0.0964	1
3576	pipe	pipe	0	1
3577	pipes	pipes	0	1
3579	pis	pis	0.8493	1
3580	piss	piss	0.0094	1
3584	piths	piths	0.0026	1
3585	pits	pits	0.0016	1
3586	place	place	0	1
3589	plagued	plagued	0.0045	1
3591	plaid	plaid	0.0004	1
3598	plank	plank	0.0014	1
3600	plans	plans	0	1
3602	plants	plants	0	1
3603	plaque	plaque	0.0025	1
3604	plaques	plaques	0.001	1
3607	play	play	0	1
3608	played	played	0	1
3609	plays	plays	0	1
3611	pleach	pleach	0.0042	1
3614	pleas	pleas	0.1164	1
3615	please	please	0	1
3617	pleat	pleat	0.0015	1
3618	pleats	pleats	0.0024	1
3619	pleb	pleb	0.0352	1
3621	pledge	pledge	0	1
3623	plies	plies	0.0001	1
3625	plights	plights	0.081	1
3629	plopped	plopped	0	1
3630	plops	plops	0.0049	1
3631	plot	plot	0.0001	1
3634	plow	plow	0	1
3637	ploy	ploy	0.00590000000000001	1
3644	plume	plume	0.0002	1
3647	plums	plums	0.0041	1
3651	plunked	plunked	0.0011	1
3653	plus	plus	0.0002	1
3657	poach	poach	0.0448	1
3660	pod	pod	0.0146	1
3661	pods	pods	0.0014	1
3662	point	point	0.0049	1
3663	points	points	0.0064	1
3665	poke	poke	0	1
3666	poked	poked	0	1
3670	poll	poll	0	1
3671	polled	polled	0	1
3672	polls	polls	0.0005	1
3678	ponds	ponds	0.0002	1
3683	poof	poof	0.00730000000000001	1
3684	pool	pool	0.01	1
3685	pools	pools	0.0007	1
3686	poop	poop	0.0026	1
3689	poove	poove	0.0027	1
3692	popes	popes	0.0021	1
3693	popped	popped	0.0003	1
3694	pops	pops	0.0005	1
3695	porch	porch	0.0006	1
3697	pores	pores	0.0131	1
3698	pork	pork	0.0002	1
3700	porn	porn	0.0077	1
3701	porns	porns	0.005	1
3702	port	port	0	1
3703	ports	ports	0.0001	1
3705	posed	posed	0.0083	1
3706	posh	posh	0.2523	1
3707	post	post	0	1
3713	pound	pound	0	1
3716	poured	poured	0	1
3717	pours	pours	0.0006	1
3721	praise	praise	0	1
3724	prams	prams	0.00710000000000001	1
3725	prance	prance	0.0123	1
3727	prank	prank	0.1215	1
3731	pray	pray	0.0002	1
3736	preach	preach	0	1
3737	preached	preached	0	1
3739	preened	preened	0.0002	1
3740	preens	preens	0.0004	1
3743	press	press	0.0677	1
3745	preys	preys	0.9862	1
3746	price	price	0.0001	1
3747	prick	prick	0.0004	1
3748	pricked	pricked	0	1
3749	pricks	pricks	0.0002	1
3751	prides	prides	0.064	1
3752	pried	pried	0.000400000000000001	1
3753	pries	prise	0.9685	0
3754	priest	priest	0.0003	1
3758	prime	prime	0	1
3766	prise	prise	0.0061	1
3767	prize	prize	0.0025	1
3770	probed	probed	0.0001	1
3775	prom	prom	0.000800000000000001	1
3776	prompt	prompt	0.0001	1
3779	proof	proof	0.0001	1
3780	proofs	proofs	0.0001	1
3781	prop	prop	0.0038	1
3782	props	props	0.0031	1
3784	prose	prose	0.0001	1
3789	prow	prow	0.0033	1
3791	prowled	prowled	0.0002	1
3792	prowls	prowls	0.0607	1
3799	psalms	psalms	0.0002	1
3801	pub	pub	0.0434	1
3804	puck	puck	0.0035	1
3807	puff	puff	0.0001	1
3808	puffed	puffed	0	1
3810	pug	pug	0.0021	1
3811	pugs	pugs	0.0468	1
3815	pull	pull	0	1
3817	pulls	pulls	0	1
3820	pulse	pulse	0.0001	1
3827	puns	puns	0.011	1
3829	punts	punts	0.00680000000000001	1
3830	pup	pup	0.0053	1
3832	pure	pure	0	1
3833	purge	purge	0.0038	1
3834	purged	purged	0.0001	1
3839	purse	purse	0.0001	1
3841	push	push	0	1
3851	quack	quack	0.0007	1
3852	quacks	quacks	0.0028	1
3855	quail	quail	0.0105	1
3856	quails	quails	0.0032	1
3859	quakes	quakes	0.0169	1
3860	qualm	qualm	0.0753	1
3863	quart	quart	0.0009	1
3864	quarts	quarts	0.0081	1
3866	quash	quash	0.001	1
3867	quashed	quashed	0.001	1
3871	queens	queens	0.003	1
3872	queer	queer	0.0006	1
3873	quell	quell	0.0149	1
3874	quelled	quelled	0.3716	1
3875	quells	quells	0.0241	1
3876	quench	quench	0.0017	1
3877	quenched	quenched	0.0001	1
3878	quern	quern	0.0007	1
3879	quest	quest	0.0001	1
3881	queue	queue	0.0002	1
3882	quick	quick	0	1
3890	quint	quint	0.013	1
3891	quints	quints	0.0091	1
3894	quirk	quirk	0.0083	1
3895	quirks	quirks	0.005	1
3898	quit	quit	0.0009	1
3899	quit	quit	0.0197	1
3904	quotes	quotes	0.0095	1
3907	racks	racks	0.0033	1
3908	raft	raft	0.001	1
3912	rags	rags	0.0043	1
3913	raid	raid	0	1
3914	raids	raids	0.0002	1
3919	raise	raise	0.0002	1
3920	raised	raised	0	1
3926	ramps	ramps	0.0028	1
3932	range	range	0	1
3936	rants	rants	0.0677	1
3942	raps	raps	0.0005	1
3945	rase	rase	0.0093	1
3947	rasp	rasp	0.0004	1
3948	rasps	rasps	0.0004	1
3953	rats	rats	0.0001	1
3954	rave	rave	0.0008	1
3955	raved	raved	0.0008	1
3959	rays	rays	0.0025	1
3961	reach	reach	0	1
3964	reads	reads	0	1
3965	real	real	0.0009	1
3966	realm	realm	0.0081	1
3967	realms	realms	0.0126	1
3968	ream	ream	0.0071	1
3970	reap	reap	0.1537	1
3973	rear	rear	0	1
3975	red	red	0	1
3976	reed	reed	0.0005	1
3977	reeds	reeds	0.0001	1
3978	reef	reef	0.0001	1
3979	reefs	reefs	0.0004	1
3981	reeked	reeked	0.0116	1
3983	reel	reel	0.00910000000000001	1
3992	reins	reins	0.0004	1
3994	rends	rends	0.0145	1
3995	rent	rent	0.0005	1
3997	reps	reps	0.0017	1
3998	rest	rest	0.0679	1
3999	rests	rests	0.185	1
4001	retch	retch	0.1092	1
4003	rheum	rheum	0.0312	1
4005	rhomb	rhomb	0.101	1
4007	rhymes	rhymes	0.00649999999999999	1
4008	rib	rib	0.0001	1
4009	ribs	ribs	0.0001	1
4011	rich	rich	0.0036	1
4012	rick	rick	0.0015	1
4014	rid	rid	0.0013	1
4015	ride	ride	0.0001	1
4017	ridge	ridge	0	1
4018	rife	rife	0.9647	1
4021	rig	rig	0.0013	1
4022	right	right	0.0001	1
4027	rim	rim	0	1
4028	rime	rime	0.0007	1
4030	rims	rims	0	1
4031	rind	rind	0.000700000000000001	1
4033	ring	ring	0	1
4034	rings	rings	0	1
4040	ripe	ripe	0.4838	1
4041	ripped	ripped	0.0006	1
4042	rips	rips	0.0002	1
4043	rise	rise	0.0001	1
4044	risk	risk	0.000900000000000002	1
4046	rite	rite	0.0046	1
4048	rive	rive	0.041	1
4049	roach	roach	0.0061	1
4050	road	road	0	1
4052	roam	roam	0.0001	1
4053	roamed	roamed	0	1
4054	roams	roams	0.0034	1
4056	roans	roans	0.0297	1
4057	roar	roar	0	1
4059	roars	roars	0	1
4060	roast	roast	0.0003	1
4061	roasts	roasts	0.0003	1
4064	robe	robe	0.0002	1
4067	roc	roc	0.0368	1
4068	rock	rock	0	1
4072	rods	rods	0	1
4074	roes	roes	0.1522	1
4076	rogues	rogues	0.009	1
4079	roll	roll	0.0001	1
4083	romes	romes	0.1374	1
4088	roofs	roofs	0	1
4089	rook	rook	0.0001	1
4090	rooks	rooks	0.0001	1
4091	room	room	0	1
4095	root	root	0	1
4096	roots	roots	0	1
4097	rope	rope	0	1
4098	ropes	ropes	0	1
4099	rose	rose	0	1
4101	rote	alms	4.6829	0
4103	rough	rough	0.000900000000000002	1
4104	round	round	0	1
4106	roused	roused	0.001	1
4107	rout	rout	0.0169	1
4108	route	route	0	1
4109	routes	routes	0	1
4114	row	row	0	1
4125	rum	rum	0.0088	1
4126	rump	rump	0.0011	1
4128	rums	rums	0.002	1
4133	rungs	rungs	0.0005	1
4134	runs	runs	0	1
4139	rushed	rushed	0	1
4140	rusk	rusk	0.0003	1
