Item	Word	Semantic_Output	Error_Score	Correct
914	cock	cock	0.0316	1
915	cocked	cocked	0.0028	1
916	cocks	cocks	0.2138	1
917	cod	cod	0.0202	1
918	code	code	0.0005	1
919	codes	codes	0.0104	1
920	cods	cods	0.0006	1
921	cog	cog	0.0238	1
922	cogs	cogs	0.0785	1
923	coif	coif	0.7294	1
924	coifs	caps	1.2512	0
925	coil	coil	0.1173	1
926	coils	coils	0.1908	1
927	coin	coin	0	1
928	coins	coins	0.0001	1
929	coir	coir	0.0011	1
930	coke	coke	0.0089	1
931	cokes	cokes	0.4759	1
932	cold	cold	0.0066	1
933	cole	cole	0.6137	1
934	coles	coles	0.7576	1
935	colt	colt	0	1
936	colts	colts	0.0001	1
937	comb	comb	0.0126	1
938	combs	combs	0.109	1
939	come	come	0.0002	1
940	comes	comes	0	1
941	con	con	0.0026	1
942	conch	conch	0.0123	1
943	conches	conches	0.1182	1
944	cone	cone	0.0028	1
945	cones	cones	0.1612	1
946	conk	conk	0.0031	1
947	conks	conks	0.0005	1
948	cons	cons	0.0008	1
949	coo	wreathe	7.5919	0
950	cooed	cooed	0.0154	1
951	cook	cook	0.0005	1
952	cooked	cooked	0.0051	1
953	cooks	cooks	0.0017	1
954	cool	cool	0	1
955	cooled	cooled	0.0002	1
956	cools	cools	0	1
957	coon	coon	0.7082	1
958	coons	coons	0.2004	1
959	coop	coop	2.5568	1
960	coops	coops	33.2512	1
961	coos	cue	9.8338	0
962	coot	stork	9.0412	0
963	coots	beasts	15.1172	0
964	cop	cop	0.0033	1
965	cope	cope	1.606	1
966	coped	coped	0.1497	1
967	copes	copes	9.18009999999999	1
968	cops	cop	0.732	0
969	copse	cop	10.7626	0
970	cord	cord	0	1
971	cords	cords	0.0004	1
972	core	core	0	1
973	cores	cores	0.0001	1
974	cork	cork	0.1932	1
975	corks	corks	0.8206	1
976	corm	bulb	1.6042	0
977	corn	corn	0	1
978	corns	corns	0.0033	1
979	corps	corps	0.0825	1
980	corps	corps	1.0846	1
981	corpse	corpse	1.3143	1
982	corse	corse	1.0167	1
983	cos	cos	0.7785	1
984	cost	cost	0	1
985	costs	costs	0	1
986	cot	cot	0.0825	1
987	cote	cote	1.2061	1
988	cotes	kilts	11.427	0
989	cots	cots	1.3752	1
990	couch	couch	0.0005	1
991	cough	cough	0.004	1
992	coughed	coughed	0.0002	1
993	coughs	coughs	0.5464	1
994	could	could	0.0001	1
995	count	count	0.0002	1
996	counts	counts	0.0014	1
997	coup	alms	5.6164	0
998	coupe	car	15.8302	0
999	coupes	cars	16.2674	0
1000	coups	coup	2.866	0
1001	course	course	0.0055	1
1002	court	court	0	1
1003	courts	courts	0.0131	1
1004	cove	cove	0.0285	1
1005	coves	coves	0.0065	1
1006	cow	cow	0.0001	1
1007	cowl	cowl	0.7984	1
1008	cowls	cowls	0.91	1
1009	cows	cows	0.0001	1
1010	cox	mate	0.9204	0
1011	coy	numb	5.327	0
1012	crab	crab	0.0017	1
1013	crabs	crabs	0.0031	1
1014	crack	crack	0.3053	1
1015	cracked	cracked	0	1
1016	cracks	cracks	0.1727	1
1017	craft	craft	0.463	1
1018	crafts	crafts	1.0736	1
1019	crag	crag	0.0126	1
1020	crags	crags	0.0088	1
1021	crake	goose	4.1457	0
1022	cram	thorn	3.4872	0
1023	crammed	crammed	0.2773	1
1024	cramp	cramp	0.1371	1
1025	cramps	cramps	0.00600000000000001	1
1026	crams	cram	2.948	0
1027	crane	crane	0.0338	1
1028	cranes	cranes	0.0087	1
1029	crank	crank	0.0067	1
1030	cranks	cranks	0.0325	1
1031	crap	crap	2.4186	1
1032	craps	alms	7.7363	0
1033	crash	crash	0	1
1034	crashed	crashed	0.0002	1
1035	crass	crass	0.0507	1
1036	crate	crate	0.005	1
1037	crates	crates	0.0029	1
1038	crave	crave	0.8926	1
1039	craved	craved	0.0271	1
1040	craves	craves	0.9543	1
1041	crawl	crawl	0.0002	1
1042	crawled	crawled	0.0011	1
1043	crawls	crawls	0.0028	1
1044	craze	flunk	1.9469	0
1045	crazed	learned	1.7931	0
1046	creak	creak	0.8242	1
1047	creaked	creaked	0.2126	1
1048	creaks	screech	2.8094	0
1049	cream	cream	0.0153	1
1050	creams	creams	0.0036	1
1051	crease	crease	0.0399	1
1052	creche	creche	6.3368	1
1053	creed	creed	0.0004	1
1054	creeds	creeds	0.0401	1
1055	creek	creek	0.0015	1
1056	creeks	creeks	0.0019	1
1057	creel	creel	1.5609	1
1058	creep	creep	0.0079	1
1059	creeps	creeps	0.0225	1
1060	crepe	crepe	0.6596	1
1061	crepes	crepes	4.2861	1
1062	crept	crept	2.0693	1
1063	cress	cress	0.0646	1
1064	crest	crest	0.7871	1
1065	crests	crests	0.2715	1
1066	crew	crew	0	1
1067	crews	crews	0.0351	1
1068	crib	crib	0.00769999999999999	1
1069	cribs	cribs	0.037	1
1070	crick	crick	0.0151	1
1071	cried	cried	0	1
1072	cries	cries	0	1
1073	crime	crime	0.0019	1
1074	crimes	crimes	0.0021	1
1075	crimp	alms	9.6096	0
1076	cringe	cringe	1.0567	1
1077	cringed	cringed	0.1743	1
1078	crisp	crisp	0.0052	1
1079	croak	croak	0.0068	1
1080	croaks	croaks	0.0211	1
1081	crock	crock	0.0059	1
1082	crocks	crocks	0.0088	1
1083	croft	croft	0.6238	1
1084	crone	crone	0.2532	1
1085	crones	crones	0.0538	1
1086	crook	crook	0.1401	1
1087	crooks	crooks	1.0452	1
1088	croon	croon	0.293	1
1089	crooned	crooned	0.0099	1
1090	croons	croons	0.5608	1
1091	crop	crop	0.0001	1
1092	crops	crops	0.0324	1
1093	crore	crore	0.9381	1
1094	cross	cross	0.0005	1
1095	crossed	crossed	0.0009	1
1096	crotch	crotch	0.6791	1
1097	crouch	crouch	0.000700000000000001	1
1098	crouched	crouched	0	1
1099	croup	croup	3.1071	1
1100	crow	crow	0.0022	1
1101	crowd	crowd	0	1
1102	crowds	crowds	0.0005	1
1103	crowed	crowed	0.0058	1
1104	crown	crown	0.0005	1
1105	crowns	crowns	0.0014	1
1106	crows	crows	0.0036	1
1107	crude	crude	0.0963	1
1108	cruel	cruel	0.4789	1
1109	cruise	cruise	0.4861	1
1110	cruised	cruised	0.001	1
1111	crumb	crumb	0.0107	1
1112	crumbs	crumbs	0.0011	1
1113	crunch	crunch	0.0242	1
1114	cruse	box	4.2976	0
1115	crush	crush	0.000800000000000001	1
1116	crushed	crushed	0.001	1
1117	crust	crust	0.0002	1
1118	crusts	crusts	0.0001	1
1119	crutch	crutch	0.0608	1
1120	crux	brick	3.2213	0
1121	cry	cry	0	1
1122	crypt	crypt	0.8728	1
1123	crypts	crypts	0.03	1
1124	cub	cub	0.0462	1
1125	cube	cube	0.0006	1
1126	cubes	cubes	0.0201	1
1127	cubs	cubs	0.0192	1
1128	cud	cud	0.0477	1
1129	cuds	cuds	0.2032	1
1130	cue	cue	0.0118	1
1131	cues	cues	0.006	1
1132	cuff	cuff	0.001	1
1133	cuffs	cuffs	0.0472	1
1134	cull	wreathe	5.7336	0
1135	cult	cult	0.6823	1
1136	cults	cults	0.9292	1
1137	cunt	shrew	0.9197	0
1138	cup	cup	0	1
1139	cups	cups	0	1
1140	cur	cur	0.0769	1
1141	curb	curb	0.0008	1
1142	curbs	curbs	0.1029	1
1143	curd	curd	0.0781	1
1144	curds	curds	0.0236	1
1145	cure	cure	0.0051	1
1146	cured	cured	0.0001	1
1147	cures	cures	0.0002	1
1148	curl	curl	0.0012	1
1149	curled	curled	0.0027	1
1150	curls	curls	0.0006	1
1151	curs	curs	0.0146	1
1152	curse	curse	0.0193	1
1153	cursed	cursed	0.0014	1
1154	curt	curt	0.6689	1
1155	curve	curve	0.0529	1
1156	curves	curves	0.0038	1
1157	cusp	cusp	0.0012	1
1158	cusps	cusps	0.0088	1
1159	cuss	cuss	0.5501	1
1160	cut	cut	0.1296	1
1161	cut	cut	0.0904	1
1162	cute	cute	0.0954	1
1163	cuts	cuts	0	1
1164	cyst	cyst	0.001	1
1165	cysts	cysts	0.00699999999999999	1
1166	czar	czar	0.0122	1
1167	czars	czars	0.6239	1
1168	dab	dab	0.2323	1
1169	dabbed	dabbed	0.046	1
1170	dabs	dabs	0.5269	1
1171	dace	dace	0.0695	1
1172	dad	dad	0.009	1
1173	dads	dads	0.0111	1
1174	daft	daft	0.0026	1
1175	dale	dale	0.2245	1
1176	dales	dales	0.00619999999999999	1
1177	dam	dam	0.0036	1
1178	dame	dame	0.009	1
1179	dames	dames	0.009	1
1180	damn	damn	0.2505	1
1181	damned	damned	0.0002	1
1182	damns	damn	1.0384	0
1183	damp	damp	0.281	1
1184	dams	dams	0.0016	1
1185	dance	dance	0.0008	1
1186	dane	clone	5.5071	0
1187	danes	clones	3.282	0
1188	dang	dang	1.4486	1
1189	dank	dank	0.0405	1
1190	dare	dare	0.2703	1
1191	dared	dared	0.0182	1
1192	dares	dares	0.0505	1
1193	dark	dark	0.0002	1
1194	darn	darn	0.0001	1
1195	darned	darned	0.0329	1
1196	darns	darns	0.0053	1
1197	dart	dart	0.0183	1
1198	darts	darts	0.000500000000000001	1
1199	dash	dash	0.001	1
1200	dashed	dashed	0.0081	1
1201	date	date	0.0003	1
1202	dates	dates	0.0004	1
1203	daub	sheathe	4.2707	0
1204	daunt	daunt	0.039	1
1205	daunts	daunts	0.2815	1
1206	dawn	dawn	0.005	1
1207	dawns	dawns	0.0009	1
1208	day	day	0	1
1209	days	days	0.0066	1
1210	daze	daze	0.0036	1
1211	dazed	dazed	0.0171	1
1212	dead	dead	0.0177	1
1213	deaf	deaf	0.0227	1
1214	deal	deal	0	1
1215	deals	deals	0.0005	1
1216	dealt	dealt	0.0171	1
1217	dean	dean	0.000800000000000001	1
1218	deans	dean	0.9624	0
1219	dear	dear	0	1
1220	dearth	dearth	3.0909	1
1221	dearths	dearths	2.1818	1
1222	death	death	0	1
1223	deaths	deaths	0	1
1224	deb	deb	0.0028	1
1225	debs	debs	0.0027	1
1226	debt	debt	0.2799	1
1227	debts	debts	0.0009	1
1228	deck	deck	0.0094	1
1229	decks	decks	0.7905	1
1230	deed	deed	0.0024	1
1231	deeds	deeds	0.0041	1
1232	deem	deem	0.0001	1
1233	deemed	deemed	0.000900000000000001	1
1234	deems	deems	0.2619	1
1235	deep	deep	0.0081	1
1236	deer	deer	0.0049	1
1237	deer	deer	0.0324	1
1238	deft	deft	0.5307	1
1239	deign	deign	0.7143	1
1240	deigned	deigned	0.0025	1
1241	deigns	deigns	0.4793	1
1242	delf	delf	0.1103	1
1243	dell	dell	3.7022	1
1244	dells	toys	3.0649	0
1245	delve	delve	0.0485	1
1246	den	den	0.2434	1
1247	dens	dens	0.6796	1
1248	dense	dense	0.0021	1
1249	dent	dent	0.0325	1
1250	dents	dents	0.0366	1
1251	depth	depth	0	1
1252	depths	depths	0.0005	1
1253	desk	desk	0.0001	1
1254	desks	desks	0.0001	1
1255	dew	dew	0.0002	1
1256	dews	dews	0.0645	1
1257	dial	dial	0	1
1258	dialed	dialed	0	1
1259	dials	dials	0.0011	1
1260	dick	dick	1.0778	1
1261	dicks	dicks	1.9746	1
1262	did	did	0.0867	1
1263	die	die	0.0009	1
1264	died	died	0	1
1265	dies	dies	0	1
1266	dig	dig	0.0442	1
1267	digs	digs	0.0519	1
1268	dike	dike	0.0041	1
1269	dikes	dikes	0.0142	1
1270	dill	dill	0.0061	1
1271	dills	dills	0.0022	1
1272	dim	dim	0.028	1
1273	dime	dime	0	1
1274	dimes	dimes	0.0004	1
1275	din	din	0.1689	1
1276	dine	dine	0.001	1
1277	dined	dined	0.0025	1
1278	dines	dines	0.0159	1
1279	dins	din	1.3611	0
1280	dint	feat	3.4547	0
1281	dints	dints	0.2278	1
1282	dip	dip	0	1
1283	dipped	dipped	0	1
1284	dips	dips	0.0002	1
1285	dire	dire	0.8478	1
1286	dirge	dirge	0.8102	1
1287	dirk	dirk	0.1026	1
1288	dirks	dirks	0.0041	1
1289	dirt	dirt	0	1
1290	dirts	dirts	0.0002	1
1291	disc	disc	0.0877	1
1292	discs	discs	0.0258	1
1293	dish	dish	0	1
1294	disk	disk	0.0018	1
1295	disks	disks	0.0006	1
1296	ditch	ditch	0.0241	1
1297	dive	dive	0.0001	1
1298	dives	dives	0.0002	1
1299	do	do	0.4249	1
1300	doc	nurse	2.7542	0
1301	dock	dock	0.001	1
1302	docks	docks	0.097	1
1303	dodge	dodge	0.0062	1
1304	dodged	dodged	0.0017	1
1305	doe	doe	0.9927	1
1306	does	does	0.0039	1
1307	doff	doff	0.6317	1
1308	dog	dog	0.0001	1
1309	dogs	dogs	0.0002	1
1310	doll	doll	0.0547	1
1311	dolls	dolls	0.0359	1
1312	dolt	dolt	1.0355	1
1313	dome	dome	0.6399	1
1314	domes	domes	0.2405	1
1315	don	don	0.6171	1
1316	done	done	0.0001	1
1317	donned	donned	0.0035	1
1318	dons	dons	0.3665	1
1319	doom	doom	0.0007	1
1320	doomed	doomed	0.0067	1
1321	dooms	dooms	0.0001	1
1322	door	door	0.0002	1
1323	doors	doors	0.0196	1
1324	dope	dope	0.055	1
1325	dopes	dopes	0.043	1
1326	dork	dork	0.0248	1
1327	dorks	dorks	0.0245	1
1328	dorm	dorm	0.0568	1
1329	dorms	dorms	0.4227	1
1330	dos	drug	4.4893	0
1331	dose	dose	0.0002	1
1332	doss	disk	9.6132	0
1333	dot	dot	0.0002	1
1334	dote	dote	0.2613	1
1335	dots	dots	0.0001	1
1336	doubt	doubt	0.0044	1
1337	doubts	doubts	0.0645	1
1338	dough	dough	0.0283	1
1339	doughs	doughs	0.0087	1
1340	dour	bleak	1.7262	0
1341	douse	douse	0.9876	1
1342	doused	doused	0.1087	1
1343	down	down	0	1
1344	doze	doze	0.0101	1
1345	dozed	dozed	0.0069	1
1346	drab	drab	0.0046	1
1347	draft	draft	0.6928	1
1348	drafts	drafts	2.5149	1
1349	drag	drag	0.0012	1
1350	dragged	dragged	0.0049	1
1351	drags	drags	0.0148	1
1352	drain	drain	0.0002	1
1353	drained	drained	0.0002	1
1354	drains	drain	0.423	0
1355	drake	drake	0.0886	1
1356	drakes	drake	0.4934	0
1357	dram	dram	0.3398	1
1358	drams	drams	0.0524	1
1359	drank	drank	0.0427	1
1360	drape	drape	0.0265	1
1361	draped	draped	0.0158	1
1362	drapes	drapes	0.0316	1
1363	draught	draught	0.0036	1
1364	draughts	draughts	0.023	1
1365	draw	draw	0	1
1366	drawl	drawl	0.0021	1
1367	drawled	drawled	0.2514	1
1368	drawls	drawls	0.0085	1
1369	draws	draws	0.0001	1
1370	dray	dray	2.1599	1
1371	dread	dread	0.001	1
1372	dreads	dreads	0.0002	1
1373	dream	dream	0	1
1374	dreams	dreams	0	1
1375	dredge	wrap	2.0561	0
1376	drench	drench	2.7326	1
1377	drenched	drenched	0.5198	1
1378	dress	dress	0.0217	1
1379	dressed	dressed	0.0001	1
1380	drew	drew	0.0003	1
1381	dried	dried	0.0026	1
1382	dries	dries	0.0017	1
1383	drift	drift	0.0005	1
1384	drifts	drifts	0.000500000000000001	1
1385	drill	drill	0.0001	1
1386	drilled	drilled	0.0001	1
1387	drills	drills	0.01	1
1388	drink	drink	0.0003	1
1389	drinks	drinks	0.0027	1
1390	drip	drip	0.0001	1
1391	dripped	dripped	0.0003	1
1392	drips	drips	0.0004	1
1393	drive	drive	0.0009	1
1394	drives	drives	0.0009	1
1395	drogue	alms	12.6984	0
1396	drone	drone	0.3549	1
1397	drones	drones	0.0101	1
1398	drool	wreathe	2.3725	0
1399	droop	droop	0.3679	1
1400	drooped	drooped	0.2117	1
1401	droops	droops	0	1
1402	drop	drop	0.0001	1
1403	dropped	dropped	0.001	1
1404	drops	drops	0.0002	1
1405	dross	risk	4.63	0
1406	drought	drought	0	1
1407	droughts	drought	0.356	0
1408	drove	drove	0	1
1409	drown	drown	0.0003	1
1410	drowned	drowned	0.0001	1
1411	drowns	drowns	0.0001	1
1412	drub	rub	6.7752	0
1413	drug	drug	0.0652	1
1414	drugs	drugs	0.5237	1
1415	drum	drum	0.0004	1
1416	drums	drums	0	1
1417	drunk	drunk	0.1025	1
1418	drupe	alms	8.3743	0
1419	dry	dry	0	1
1420	dub	dub	0.0023	1
1421	dubbed	dubbed	0.0126	1
1422	dubs	dubs	0.0002	1
1423	duck	duck	0.0001	1
1424	ducked	ducked	0.0003	1
1425	ducks	ducks	0.0009	1
1426	duct	duct	0.202	1
1427	ducts	ducts	0.0017	1
1428	dud	dud	0.222	1
1429	dude	dude	0.0805	1
1430	dudes	dudes	0.1346	1
1431	duds	duds	0.0276	1
1432	due	due	0.0107	1
1433	duel	duel	0.0001	1
1434	duels	duels	0.0354	1
1435	dues	dues	0.0695	1
1436	duff	duff	1.9359	1
1437	dug	dug	0.2757	1
1438	duke	duke	0.4123	1
1439	dukes	dukes	0.0983	1
1440	dull	dull	0.00590000000000001	1
1441	dumb	dumb	0.0176	1
1442	dump	dump	0.0039	1
1443	dumped	dumped	0.0001	1
1444	dumps	dumps	0.6306	1
1445	dun	dun	0.008	1
1446	dunce	hell	6.1786	0
1447	dune	dune	0.0003	1
1448	dunes	dunes	0.0016	1
1449	dung	dung	1.8166	1
1450	dungs	dungs	0.054	1
1451	dunk	dunk	0.0715	1
1452	dunked	dunked	0.0142	1
1453	dunks	dunks	0.0218	1
1454	duns	duns	0.1357	1
1455	dupe	dupe	0.2316	1
1456	duped	duped	0.0037	1
1457	dupes	dupes	0.0272	1
1458	dusk	dusk	0.0065	1
1459	dusks	dusks	0.0146	1
1460	dust	dust	0.01	1
1461	dusts	dusts	0	1
1462	dutch	dutch	1.2915	1
1463	dwarf	dwarf	0.0025	1
1464	dwarfed	dwarfed	0	1
1465	dwarfs	dwarfs	0.0008	1
1466	dwell	dwell	0.0025	1
1467	dwells	dwells	0.2701	1
1468	dwelt	dwelt	0.005	1
1469	dye	dye	0.2866	1
1470	dyke	dyke	0.0012	1
1471	dykes	dykes	0.0412	1
1472	each	each	0.0011	1
1473	ear	ear	0	1
1474	earl	earl	0.1088	1
1475	earls	earls	0.214	1
1476	earn	earn	0.0001	1
1477	earned	earned	0.0004	1
1478	earns	earns	0.000400000000000001	1
1479	ears	ears	0.0001	1
1480	earth	earth	0.0028	1
1481	earths	earths	0.0103	1
1482	ease	ease	0.001	1
1483	east	east	0.0001	1
1484	eat	eat	0.0012	1
1485	eats	eats	0.0001	1
1486	eaves	eaves	3.3372	1
1487	ebb	ebb	0.0027	1
1488	ebbed	ebbed	0.3841	1
1489	ebbs	ebbs	0.7619	1
1490	edge	edge	0.0013	1
1491	eel	eel	0.0634	1
1492	eels	eels	0.1148	1
1493	eft	eft	1.7728	1
1494	egg	egg	0	1
1495	eggs	eggs	0.0001	1
1496	elf	elf	0.0001	1
1497	elk	elk	0.9219	1
1498	elk	elk	0.3733	1
1499	ell	ell	0.8334	1
1500	ells	ells	2.3748	1
1501	elm	elm	0.0002	1
1502	elms	elms	0.0011	1
1503	else	else	0.0002	1
1504	elves	elves	0.0169	1
1505	end	end	0	1
1506	ends	ends	0	1
1507	er	er	0.0042	1
1508	ere	ere	0.2678	1
1509	erg	erg	0.0225	1
1510	err	alms	3.6734	0
1511	etch	etch	0.0425	1
1512	etched	etched	0.0431	1
1513	eve	eve	0.0262	1
1514	eves	eves	1.9792	1
1515	ewe	ewe	0.1453	1
1516	ewes	ewes	0.3685	1
1517	eye	eye	0	1
1518	eyes	eyes	0	1
1519	fa	fa	1.1083	1
1520	face	face	0	1
1521	fact	fact	0	1
1522	facts	facts	0.0004	1
1523	fad	fad	0.0082	1
1524	fade	fade	0.0028	1
1525	fades	fades	0.0013	1
1526	fads	fads	0.0038	1
1527	fag	fag	0.001	1
1528	fags	fags	0.0044	1
1529	fail	fail	0.0001	1
1530	failed	failed	0	1
1531	fails	fails	0	1
1532	faint	faint	0.001	1
1533	fair	fair	0.0033	1
1534	faith	faith	0.0144	1
1535	faiths	faiths	0.0028	1
1536	fake	fake	1.014	1
1537	fall	fall	0.00360000000000001	1
1538	falls	falls	0.0001	1
1539	false	false	0	1
1540	fame	fame	0.4535	1
1541	fames	fames	0.128	1
1542	fan	fan	0.0003	1
1543	fang	fang	0.0581	1
1544	fangs	fangs	0.114	1
1545	fans	fans	0.01	1
1546	far	far	0.0004	1
1547	farce	farce	0.1574	1
1548	fare	fare	0.0011	1
1549	fares	plans	0.2812	0
1550	farm	farm	0	1
1551	farms	farms	0.0016	1
1552	fart	fart	0.0148	1
1553	fast	fast	0	1
1554	fat	fat	0.0002	1
1555	fate	fate	0.0026	1
1556	fates	fates	0.498	1
1557	fault	fault	0.0265	1
1558	faults	faults	0.0078	1
1559	faun	faun	2.3239	1
1560	fauns	fauns	2.0474	1
1561	fawn	fawn	0.1126	1
1562	fawned	furled	1.6522	0
1563	fawns	fawns	0.0095	1
1564	faze	faze	1.1324	1
1565	fazed	fazed	0.1464	1
1566	fear	fear	0.0037	1
1567	fears	fears	0.0256	1
1568	feast	feast	0.002	1
1569	feasts	feasts	0.00370000000000001	1
1570	feat	feat	0.0027	1
1571	feats	feats	0.0006	1
1572	fed	fed	0.0041	1
1573	fee	fee	0.0009	1
1574	feed	feed	0.0054	1
1575	feeds	feeds	0.0088	1
1576	feel	feel	0	1
1577	feels	feels	0	1
1578	fees	fees	0.0026	1
1579	feet	feet	0.0001	1
1580	feign	feign	0.0001	1
1581	feigned	feigned	0.8538	1
1582	feigns	feigns	0.0006	1
1583	feint	alms	5.4732	0
1584	feints	clones	7.8719	0
1585	fell	fell	0.0325	1
1586	felt	felt	0.0001	1
1587	fen	fen	0.0697	1
1588	fence	fence	0.0001	1
1589	fens	fens	0.1126	1
1590	fern	fern	0	1
1591	ferns	ferns	0	1
1592	fetch	fetch	0.0002	1
1593	fetched	fetched	0.1787	1
1594	fete	fate	4.5913	0
1595	fetes	fetes	2.1093	1
1596	feud	feud	0.0334	1
1597	feuds	feud	0.9858	0
1598	few	few	0.0009	1
1599	fez	fez	0.0176	1
1600	fib	fib	0.0273	1
1601	fief	cub	6.4188	0
1602	fiefs	fiefs	3.0504	1
1603	field	field	0	1
1604	fields	fields	0.0011	1
1605	fiend	fiend	0.0001	1
1606	fiends	fiends	0.0126	1
1607	fierce	fierce	0.0025	1
1608	fife	fife	0.131	1
1609	fifes	fifes	0.0291	1
1610	fifth	fifth	0.0036	1
1611	fig	fig	0.0004	1
1612	fight	fight	0	1
1613	fights	fights	0	1
1614	figs	figs	0.0016	1
1615	filch	filch	0.107	1
1616	filched	filched	0.0808	1
1617	file	file	0.0121	1
1618	filed	filed	0.000400000000000001	1
1619	files	files	0.0361	1
1620	fill	fill	0.0001	1
1621	filled	filled	0.01	1
1622	fills	fills	0.0002	1
1623	film	film	0.0833	1
1624	films	films	0.0007	1
1625	filth	filth	0.0003	1
1626	filths	filth	0.3851	0
1627	fin	fin	0.1439	1
1628	finch	finch	0.1334	1
1629	find	find	0.000900000000000002	1
1630	finds	finds	0.0003	1
1631	fine	fine	0.0001	1
1632	fink	fink	0.0579	1
1633	finks	bards	0.4232	0
1634	fins	fins	0.1312	1
1635	fir	fir	0.0005	1
1636	fire	fire	0	1
1637	fires	fires	0	1
1638	firm	firm	0.0001	1
1639	firms	firms	0	1
1640	firs	firs	0	1
1641	first	first	0.2309	1
1642	firth	firth	0.0496	1
1643	firths	firths	0.0353	1
1644	fish	fish	0.0377	1
1645	fish	fish	0.00489999999999999	1
1646	fist	fist	0	1
1647	fists	fists	0.0019	1
1648	fit	fit	0.9801	1
1649	fit	fit	0	1
1650	fits	fits	0	1
1651	five	five	0.0001	1
1652	fix	fix	0	1
1653	fixed	fixed	0.0016	1
1654	fizz	fizz	0.4499	1
1655	flag	flag	0.4736	1
1656	flags	flags	0.1523	1
1657	flail	flail	0.0221	1
1658	flailed	flailed	0.1944	1
1659	flails	flails	0.9626	1
1660	flair	ash	7.6375	0
1661	flairs	char	6.7276	0
1662	flak	heir	2.359	0
1663	flake	flake	0.0257	1
1664	flakes	flakes	0.0068	1
1665	flame	flame	0.0001	1
1666	flames	flames	0.0004	1
1667	flan	stodge	2.9108	0
1668	flange	nave	2.379	0
1669	flank	flank	0.0035	1
1670	flanked	flanked	0.0005	1
1671	flanks	flanks	0.0725	1
1672	flap	flap	0.00480000000000001	1
1673	flapped	flapped	0.0634	1
1674	flaps	flaps	0.0513	1
1675	flare	flare	0.1005	1
1676	flared	charred	1.37	0
1677	flares	flare	0.9002	0
1678	flash	flash	0.0618	1
1679	flashed	flashed	0.2041	1
1680	flask	flask	0.0003	1
1681	flasks	flasks	0.0051	1
1682	flat	flat	0.0974	1
1683	flaunt	show	2.068	0
1684	flaw	flaw	0.6994	1
1685	flaws	flaw	0.6978	0
1686	flax	flax	0.0002	1
1687	flay	act	4.9452	0
1688	flea	flea	0.0005	1
1689	fleas	flea	0.3397	0
1690	fleck	clone	4.2378	0
1691	flecks	bards	5.2273	0
1692	fledge	fledge	1.7406	1
1693	flee	flee	0.19	1
1694	fleet	fleet	0.0234	1
1695	fleets	fleets	0.0004	1
1696	flesh	flesh	0	1
1697	flew	flew	0.001	1
1698	flex	clone	6.6522	0
1699	flexed	flexed	0.6044	1
1700	flick	flick	0.4292	1
1701	flicked	flicked	0.4878	1
1702	flicks	flick	1.2824	0
1703	flies	flies	0.001	1
1704	flight	flight	0.0001	1
1705	flights	flights	0.0035	1
1706	flinch	flinch	0.3844	1
1707	flinched	flinched	0.0542	1
1708	fling	fling	0.0205	1
1709	flings	flings	0.0689	1
1710	flint	flint	0.0066	1
1711	flints	flints	0.2514	1
1712	flip	flip	0.2943	1
1713	flipped	flipped	0.3477	1
1714	flips	flips	0.0956	1
1715	flirt	flirt	0.0027	1
1716	flirts	flirts	0.0175	1
1717	flit	flit	0.0176	1
1718	flitch	flitch	1.5178	1
1719	flits	flits	0.1776	1
1720	float	float	0.0001	1
1721	floats	floats	0.0225	1
1722	flock	flock	0.0005	1
1723	flocks	flocks	0	1
1724	floe	floe	2.6333	1
1725	floes	floes	1.9296	1
1726	flog	flog	0.0119	1
1727	flogged	flogged	0.0494	1
1728	flogs	flogs	0.0357	1
1729	flood	flood	0.0565	1
1730	floods	floods	0.4437	1
1731	floor	floor	0	1
1732	floors	floors	0.0001	1
1733	flop	flop	0.0121	1
1734	flopped	flopped	0.005	1
1735	flops	flop	0.3386	0
1736	floss	floss	0.4488	1
1737	flounce	flounce	2.1248	1
1738	flounced	flounced	0.7006	1
1739	flour	flour	0.0002	1
1740	flours	flour	0.9804	0
1741	flout	flout	0.6895	1
1742	flow	flow	0.0001	1
1743	flows	flows	0.0005	1
1744	flu	flu	0.1397	1
1745	flub	flub	0.754	1
1746	flubbed	flubbed	0.9752	1
1747	flubs	flubs	0.3735	1
1748	flue	act	6.6538	0
1749	fluff	fluff	0.0885	1
1750	fluffs	fluffs	0.3511	1
1751	fluke	fluke	1.687	1
1752	flukes	clones	5.3406	0
1753	flume	alms	9.913	0
1754	flung	flung	0.0905	1
1755	flunk	flunk	0.0537	1
1756	flus	flu	3.1631	0
1757	flush	flush	0.0352	1
1758	flushed	flushed	0.0002	1
1759	flute	flute	0.0013	1
1760	flutes	flutes	0.001	1
1761	flux	flux	0.0086	1
1762	fly	fly	0.0002	1
1763	foal	foal	0.0194	1
1764	foals	foals	0.0262	1
1765	foam	foam	0.0001	1
1766	foams	foams	0.0002	1
1767	fob	pouch	0.9356	0
1768	fobs	fobs	0.0027	1
1769	foe	foe	0.0029	1
1770	foes	foes	0.0185	1
1771	fog	fog	0.0004	1
1772	fogs	fogs	0.0028	1
1773	foil	foil	0.0017	1
1774	foils	foil	0.9099	0
1775	foist	bid	0.9744	0
1776	foists	bids	1.8168	0
1777	fold	fold	0.0003	1
1778	folds	folds	0.0038	1
